"Date","Spot exchange rate, Australian Dollar into US $                          XUDLADD"
"27 Jan 98","1.4852"
"26 Jan 98","1.4919"
"23 Jan 98","1.5094"
"22 Jan 98","1.5186"
"21 Jan 98","1.5122"
"20 Jan 98","1.5044"
"19 Jan 98","1.4981"
"16 Jan 98","1.5103"
"15 Jan 98","1.5432"
"14 Jan 98","1.5451"
"13 Jan 98","1.5477"
"12 Jan 98","1.561"
"09 Jan 98","1.5494"
"08 Jan 98","1.5706"
"07 Jan 98","1.5632"
"06 Jan 98","1.5805"
"05 Jan 98","1.5552"
"02 Jan 98","1.5385"
"31 Dec 97","1.5347"
"30 Dec 97","1.5328"
"29 Dec 97","1.5272"
"24 Dec 97","1.5239"
"23 Dec 97","1.5242"
"22 Dec 97","1.5319"
"19 Dec 97","1.5286"
"18 Dec 97","1.5188"
"17 Dec 97","1.5186"
"16 Dec 97","1.5375"
"15 Dec 97","1.5232"
"12 Dec 97","1.5097"
"11 Dec 97","1.5004"
"10 Dec 97","1.4932"
"09 Dec 97","1.4993"
"08 Dec 97","1.4885"
"05 Dec 97","1.4908"
"04 Dec 97","1.4874"
"03 Dec 97","1.4793"
"02 Dec 97","1.4732"
"01 Dec 97","1.4749"
"28 Nov 97","1.4607"
"27 Nov 97","1.4732"
"26 Nov 97","1.4635"
"25 Nov 97","1.4603"
"24 Nov 97","1.4413"
"21 Nov 97","1.4286"
"20 Nov 97","1.4514"
"19 Nov 97","1.4507"
"18 Nov 97","1.4327"
"17 Nov 97","1.4316"
"14 Nov 97","1.4403"
"13 Nov 97","1.4339"
"12 Nov 97","1.4413"
"11 Nov 97","1.4335"
"10 Nov 97","1.4351"
"07 Nov 97","1.4432"
"06 Nov 97","1.4316"
"05 Nov 97","1.4213"
"04 Nov 97","1.4142"
"03 Nov 97","1.4023"
"31 Oct 97","1.4182"
"30 Oct 97","1.4282"
"29 Oct 97","1.4174"
"28 Oct 97","1.4267"
"27 Oct 97","1.4461"
"24 Oct 97","1.4257"
"23 Oct 97","1.4229"
"22 Oct 97","1.4166"
"21 Oct 97","1.3761"
"20 Oct 97","1.3687"
"17 Oct 97","1.3637"
"16 Oct 97","1.3563"
"15 Oct 97","1.3648"
"14 Oct 97","1.3569"
"13 Oct 97","1.3508"
"10 Oct 97","1.3572"
"09 Oct 97","1.3587"
"08 Oct 97","1.3749"
"07 Oct 97","1.3789"
"06 Oct 97","1.3812"
"03 Oct 97","1.3731"
"02 Oct 97","1.3725"
"01 Oct 97","1.3738"
"30 Sep 97","1.3805"
"29 Sep 97","1.3908"
"26 Sep 97","1.3812"
"25 Sep 97","1.3765"
"24 Sep 97","1.3872"
"23 Sep 97","1.3885"
"22 Sep 97","1.3891"
"19 Sep 97","1.3879"
"18 Sep 97","1.3947"
"17 Sep 97","1.3931"
"16 Sep 97","1.3935"
"15 Sep 97","1.3877"
"12 Sep 97","1.386"
"11 Sep 97","1.3891"
"10 Sep 97","1.3729"
"09 Sep 97","1.3687"
"08 Sep 97","1.3676"
"05 Sep 97","1.3687"
"04 Sep 97","1.3646"
"03 Sep 97","1.3749"
"02 Sep 97","1.3748"
"01 Sep 97","1.368"
"29 Aug 97","1.3604"
"28 Aug 97","1.3576"
"27 Aug 97","1.3495"
"26 Aug 97","1.3385"
"22 Aug 97","1.3373"
"21 Aug 97","1.3382"
"20 Aug 97","1.3472"
"19 Aug 97","1.3526"
"18 Aug 97","1.3535"
"15 Aug 97","1.3437"
"14 Aug 97","1.3455"
"13 Aug 97","1.345"
"12 Aug 97","1.3545"
"11 Aug 97","1.3557"
"08 Aug 97","1.3674"
"07 Aug 97","1.3587"
"06 Aug 97","1.3607"
"05 Aug 97","1.3517"
"04 Aug 97","1.3535"
"01 Aug 97","1.3517"
"31 Jul 97","1.3421"
"30 Jul 97","1.3423"
"29 Jul 97","1.3468"
"28 Jul 97","1.3587"
"25 Jul 97","1.3557"
"24 Jul 97","1.3572"
"23 Jul 97","1.3578"
"22 Jul 97","1.3526"
"21 Jul 97","1.3486"
"18 Jul 97","1.3512"
"17 Jul 97","1.3596"
"16 Jul 97","1.3605"
"15 Jul 97","1.358"
"14 Jul 97","1.3569"
"11 Jul 97","1.3473"
"10 Jul 97","1.3455"
"09 Jul 97","1.3426"
"08 Jul 97","1.3365"
"07 Jul 97","1.3454"
"04 Jul 97","1.3353"
"03 Jul 97","1.3257"
"02 Jul 97","1.33"
"01 Jul 97","1.3278"
"30 Jun 97","1.3344"
"27 Jun 97","1.3408"
"26 Jun 97","1.3337"
"25 Jun 97","1.3308"
"24 Jun 97","1.3308"
"23 Jun 97","1.3286"
"20 Jun 97","1.3316"
"19 Jun 97","1.3369"
"18 Jun 97","1.3324"
"17 Jun 97","1.3328"
"16 Jun 97","1.3356"
"13 Jun 97","1.3308"
"12 Jun 97","1.3284"
"11 Jun 97","1.3177"
"10 Jun 97","1.3125"
"09 Jun 97","1.3135"
"06 Jun 97","1.3165"
"05 Jun 97","1.3144"
"04 Jun 97","1.3187"
"03 Jun 97","1.3144"
"02 Jun 97","1.3177"
"30 May 97","1.3127"
"29 May 97","1.3084"
"28 May 97","1.311"
"27 May 97","1.3084"
"23 May 97","1.3058"
"22 May 97","1.2807"
"21 May 97","1.2758"
"20 May 97","1.2925"
"19 May 97","1.2917"
"16 May 97","1.2912"
"15 May 97","1.289"
"14 May 97","1.2852"
"13 May 97","1.2862"
"12 May 97","1.284"
"09 May 97","1.2845"
"08 May 97","1.283"
"07 May 97","1.2897"
"06 May 97","1.2865"
"02 May 97","1.2747"
"01 May 97","1.2734"
"30 Apr 97","1.2793"
"29 Apr 97","1.2801"
"28 Apr 97","1.2814"
"25 Apr 97","1.2878"
"24 Apr 97","1.2892"
"23 Apr 97","1.287"
"22 Apr 97","1.2849"
"21 Apr 97","1.2883"
"18 Apr 97","1.2912"
"17 Apr 97","1.2928"
"16 Apr 97","1.2979"
"15 Apr 97","1.2885"
"14 Apr 97","1.2832"
"11 Apr 97","1.2726"
"10 Apr 97","1.2799"
"09 Apr 97","1.2791"
"08 Apr 97","1.2799"
"07 Apr 97","1.2875"
"04 Apr 97","1.288"
"03 Apr 97","1.2817"
"02 Apr 97","1.2742"
"01 Apr 97","1.27"
"27 Mar 97","1.2786"
"26 Mar 97","1.2767"
"25 Mar 97","1.2781"
"24 Mar 97","1.27"
"21 Mar 97","1.2723"
"20 Mar 97","1.2692"
"19 Mar 97","1.2726"
"18 Mar 97","1.2715"
"17 Mar 97","1.2598"
"14 Mar 97","1.2531"
"13 Mar 97","1.2618"
"12 Mar 97","1.258"
"11 Mar 97","1.2614"
"10 Mar 97","1.269"
"07 Mar 97","1.2661"
"06 Mar 97","1.2716"
"05 Mar 97","1.2755"
"04 Mar 97","1.2682"
"03 Mar 97","1.2732"
"28 Feb 97","1.2887"
"27 Feb 97","1.284"
"26 Feb 97","1.2875"
"25 Feb 97","1.287"
"24 Feb 97","1.2834"
"21 Feb 97","1.285"
"20 Feb 97","1.2975"
"19 Feb 97","1.3055"
"18 Feb 97","1.3065"
"17 Feb 97","1.3038"
"14 Feb 97","1.3055"
"13 Feb 97","1.3026"
"12 Feb 97","1.3222"
"11 Feb 97","1.3135"
"10 Feb 97","1.321"
"07 Feb 97","1.3118"
"06 Feb 97","1.3082"
"05 Feb 97","1.3134"
"04 Feb 97","1.3104"
"03 Feb 97","1.3045"
"31 Jan 97","1.311"
"30 Jan 97","1.307"
"29 Jan 97","1.2979"
"28 Jan 97","1.3004"
"27 Jan 97","1.2968"
"24 Jan 97","1.2947"
"23 Jan 97","1.2967"
"22 Jan 97","1.2882"
"21 Jan 97","1.286"
"20 Jan 97","1.2837"
"17 Jan 97","1.2798"
"16 Jan 97","1.2842"
"15 Jan 97","1.2882"
"14 Jan 97","1.2804"
"13 Jan 97","1.2844"
"10 Jan 97","1.2807"
"09 Jan 97","1.2845"
"08 Jan 97","1.2824"
"07 Jan 97","1.2671"
"06 Jan 97","1.2682"
"03 Jan 97","1.2629"
"02 Jan 97","1.2657"
"31 Dec 96","1.2587"
"30 Dec 96","1.2566"
"27 Dec 96","1.2569"
"24 Dec 96","1.2558"
"23 Dec 96","1.2555"
"20 Dec 96","1.2579"
"19 Dec 96","1.2599"
"18 Dec 96","1.2625"
"17 Dec 96","1.2569"
"16 Dec 96","1.2618"
"13 Dec 96","1.2598"
"12 Dec 96","1.2612"
"11 Dec 96","1.2621"
"10 Dec 96","1.2473"
"09 Dec 96","1.245"
"06 Dec 96","1.255"
"05 Dec 96","1.2523"
"04 Dec 96","1.2506"
"03 Dec 96","1.2538"
"02 Dec 96","1.2225"
"29 Nov 96","1.2277"
"28 Nov 96","1.2329"
"27 Nov 96","1.2324"
"26 Nov 96","1.2314"
"25 Nov 96","1.2323"
"22 Nov 96","1.2314"
"21 Nov 96","1.2335"
"20 Nov 96","1.2502"
"19 Nov 96","1.2594"
"18 Nov 96","1.2634"
"15 Nov 96","1.2661"
"14 Nov 96","1.2633"
"13 Nov 96","1.269"
"12 Nov 96","1.2697"
"11 Nov 96","1.2702"
"08 Nov 96","1.2689"
"07 Nov 96","1.2762"
"06 Nov 96","1.2617"
"05 Nov 96","1.2705"
"04 Nov 96","1.2705"
"01 Nov 96","1.2677"
"31 Oct 96","1.2609"
"30 Oct 96","1.2628"
"29 Oct 96","1.2639"
"28 Oct 96","1.265"
"25 Oct 96","1.2626"
"24 Oct 96","1.2618"
"23 Oct 96","1.2579"
"22 Oct 96","1.2563"
"21 Oct 96","1.2542"
"18 Oct 96","1.2571"
"17 Oct 96","1.2625"
"16 Oct 96","1.2634"
"15 Oct 96","1.2645"
"14 Oct 96","1.2634"
"11 Oct 96","1.2642"
"10 Oct 96","1.2674"
"09 Oct 96","1.2668"
"08 Oct 96","1.2666"
"07 Oct 96","1.2711"
"04 Oct 96","1.2658"
"03 Oct 96","1.2641"
"02 Oct 96","1.2566"
"01 Oct 96","1.2631"
"30 Sep 96","1.2637"
"27 Sep 96","1.2629"
"26 Sep 96","1.2621"
"25 Sep 96","1.2641"
"24 Sep 96","1.2668"
"23 Sep 96","1.2621"
"20 Sep 96","1.262"
"19 Sep 96","1.2655"
"18 Sep 96","1.2673"
"17 Sep 96","1.2653"
"16 Sep 96","1.2686"
"13 Sep 96","1.2607"
"12 Sep 96","1.2555"
"11 Sep 96","1.2481"
"10 Sep 96","1.2514"
"09 Sep 96","1.2483"
"06 Sep 96","1.2539"
"05 Sep 96","1.2602"
"04 Sep 96","1.2625"
"03 Sep 96","1.2621"
"02 Sep 96","1.266"
"30 Aug 96","1.2626"
"29 Aug 96","1.2634"
"28 Aug 96","1.2645"
"27 Aug 96","1.2706"
"23 Aug 96","1.2658"
"22 Aug 96","1.2615"
"21 Aug 96","1.2666"
"20 Aug 96","1.2718"
"19 Aug 96","1.2658"
"16 Aug 96","1.2752"
"15 Aug 96","1.2806"
"14 Aug 96","1.283"
"13 Aug 96","1.2834"
"12 Aug 96","1.2865"
"09 Aug 96","1.2842"
"08 Aug 96","1.2834"
"07 Aug 96","1.2877"
"06 Aug 96","1.2893"
"05 Aug 96","1.2935"
"02 Aug 96","1.2938"
"01 Aug 96","1.295"
"31 Jul 96","1.2938"
"30 Jul 96","1.2778"
"29 Jul 96","1.2694"
"26 Jul 96","1.2692"
"25 Jul 96","1.2703"
"24 Jul 96","1.2647"
"23 Jul 96","1.2642"
"22 Jul 96","1.2645"
"19 Jul 96","1.2642"
"18 Jul 96","1.2634"
"17 Jul 96","1.2676"
"16 Jul 96","1.2633"
"15 Jul 96","1.2582"
"12 Jul 96","1.2542"
"11 Jul 96","1.2541"
"10 Jul 96","1.2534"
"09 Jul 96","1.261"
"08 Jul 96","1.2591"
"05 Jul 96","1.2637"
"04 Jul 96","1.2749"
"03 Jul 96","1.2791"
"02 Jul 96","1.2775"
"01 Jul 96","1.2698"
"28 Jun 96","1.271"
"27 Jun 96","1.2676"
"26 Jun 96","1.2641"
"25 Jun 96","1.2641"
"24 Jun 96","1.2653"
"21 Jun 96","1.2645"
"20 Jun 96","1.2677"
"19 Jun 96","1.2682"
"18 Jun 96","1.2677"
"17 Jun 96","1.2626"
"14 Jun 96","1.2639"
"13 Jun 96","1.2614"
"12 Jun 96","1.2634"
"11 Jun 96","1.2621"
"10 Jun 96","1.2607"
"07 Jun 96","1.2634"
"06 Jun 96","1.2719"
"05 Jun 96","1.2599"
"04 Jun 96","1.2513"
"03 Jun 96","1.2477"
"31 May 96","1.2528"
"30 May 96","1.2569"
"29 May 96","1.2505"
"28 May 96","1.2585"
"24 May 96","1.2636"
"23 May 96","1.259"
"22 May 96","1.2625"
"21 May 96","1.2614"
"20 May 96","1.2583"
"17 May 96","1.2489"
"16 May 96","1.2469"
"15 May 96","1.248"
"14 May 96","1.2461"
"13 May 96","1.2488"
"10 May 96","1.2444"
"09 May 96","1.2523"
"08 May 96","1.2489"
"07 May 96","1.2503"
"03 May 96","1.2558"
"02 May 96","1.2582"
"01 May 96","1.2671"
"30 Apr 96","1.2718"
"29 Apr 96","1.2705"
"26 Apr 96","1.2658"
"25 Apr 96","1.2702"
"24 Apr 96","1.2745"
"23 Apr 96","1.2653"
"22 Apr 96","1.2713"
"19 Apr 96","1.2786"
"18 Apr 96","1.2752"
"17 Apr 96","1.2718"
"16 Apr 96","1.2702"
"15 Apr 96","1.2657"
"12 Apr 96","1.2653"
"11 Apr 96","1.2674"
"10 Apr 96","1.2677"
"09 Apr 96","1.2715"
"04 Apr 96","1.2791"
"03 Apr 96","1.2796"
"02 Apr 96","1.2775"
"01 Apr 96","1.2718"
"29 Mar 96","1.2786"
"28 Mar 96","1.2776"
"27 Mar 96","1.286"
"26 Mar 96","1.2938"
"25 Mar 96","1.2925"
"22 Mar 96","1.2873"
"21 Mar 96","1.2853"
"20 Mar 96","1.2895"
"19 Mar 96","1.2912"
"18 Mar 96","1.2923"
"15 Mar 96","1.2923"
"14 Mar 96","1.2907"
"13 Mar 96","1.2922"
"12 Mar 96","1.2974"
"11 Mar 96","1.3012"
"08 Mar 96","1.3016"
"07 Mar 96","1.3104"
"06 Mar 96","1.3125"
"05 Mar 96","1.3165"
"04 Mar 96","1.3161"
"01 Mar 96","1.3132"
"29 Feb 96","1.3079"
"28 Feb 96","1.3111"
"27 Feb 96","1.3175"
"26 Feb 96","1.3221"
"23 Feb 96","1.3215"
"22 Feb 96","1.3266"
"21 Feb 96","1.3324"
"20 Feb 96","1.324"
"19 Feb 96","1.3256"
"16 Feb 96","1.3231"
"15 Feb 96","1.3236"
"14 Feb 96","1.3214"
"13 Feb 96","1.3275"
"12 Feb 96","1.3261"
"09 Feb 96","1.3235"
"08 Feb 96","1.3196"
"07 Feb 96","1.3243"
"06 Feb 96","1.3249"
"05 Feb 96","1.3231"
"02 Feb 96","1.3247"
"01 Feb 96","1.3373"
"31 Jan 96","1.3426"
"30 Jan 96","1.3483"
"29 Jan 96","1.3519"
"26 Jan 96","1.353"
"25 Jan 96","1.3563"
"24 Jan 96","1.3578"
"23 Jan 96","1.36"
"22 Jan 96","1.3669"
"19 Jan 96","1.3589"
"18 Jan 96","1.3528"
"17 Jan 96","1.3508"
"16 Jan 96","1.345"
"15 Jan 96","1.345"
"12 Jan 96","1.3399"
"11 Jan 96","1.3382"
"10 Jan 96","1.3394"
"09 Jan 96","1.3423"
"08 Jan 96","1.3389"
"05 Jan 96","1.3428"
"04 Jan 96","1.3405"
"03 Jan 96","1.3374"
"02 Jan 96","1.345"
"29 Dec 95","1.3443"
"28 Dec 95","1.3417"
"27 Dec 95","1.3364"
"22 Dec 95","1.3512"
"21 Dec 95","1.3472"
"20 Dec 95","1.3493"
"19 Dec 95","1.3495"
"18 Dec 95","1.3495"
"15 Dec 95","1.3477"
"14 Dec 95","1.3512"
"13 Dec 95","1.3426"
"12 Dec 95","1.3506"
"11 Dec 95","1.3581"
"08 Dec 95","1.3576"
"07 Dec 95","1.3526"
"06 Dec 95","1.3514"
"05 Dec 95","1.3557"
"04 Dec 95","1.3524"
"01 Dec 95","1.3532"
"30 Nov 95","1.345"
"29 Nov 95","1.3355"
"28 Nov 95","1.3358"
"27 Nov 95","1.3508"
"24 Nov 95","1.3552"
"23 Nov 95","1.3524"
"22 Nov 95","1.3492"
"21 Nov 95","1.3414"
"20 Nov 95","1.3435"
"17 Nov 95","1.3486"
"16 Nov 95","1.3523"
"15 Nov 95","1.3596"
"14 Nov 95","1.3488"
"13 Nov 95","1.3526"
"10 Nov 95","1.3545"
"09 Nov 95","1.3569"
"08 Nov 95","1.3335"
"07 Nov 95","1.3307"
"06 Nov 95","1.325"
"03 Nov 95","1.3196"
"02 Nov 95","1.3182"
"01 Nov 95","1.3156"
"31 Oct 95","1.3132"
"30 Oct 95","1.3125"
"27 Oct 95","1.3256"
"26 Oct 95","1.3236"
"25 Oct 95","1.3353"
"24 Oct 95","1.3396"
"23 Oct 95","1.3364"
"20 Oct 95","1.3328"
"19 Oct 95","1.3289"
"18 Oct 95","1.3254"
"17 Oct 95","1.3207"
"16 Oct 95","1.3219"
"13 Oct 95","1.3175"
"12 Oct 95","1.318"
"11 Oct 95","1.3098"
"10 Oct 95","1.3193"
"09 Oct 95","1.3101"
"06 Oct 95","1.3135"
"05 Oct 95","1.3156"
"04 Oct 95","1.3084"
"03 Oct 95","1.306"
"02 Oct 95","1.3115"
"29 Sep 95","1.3249"
"28 Sep 95","1.3282"
"27 Sep 95","1.3355"
"26 Sep 95","1.3353"
"25 Sep 95","1.3369"
"22 Sep 95","1.3378"
"21 Sep 95","1.3256"
"20 Sep 95","1.3219"
"19 Sep 95","1.3146"
"18 Sep 95","1.3217"
"15 Sep 95","1.3158"
"14 Sep 95","1.3123"
"13 Sep 95","1.3106"
"12 Sep 95","1.3151"
"11 Sep 95","1.3294"
"08 Sep 95","1.3291"
"07 Sep 95","1.3307"
"06 Sep 95","1.3305"
"05 Sep 95","1.3314"
"04 Sep 95","1.3355"
"01 Sep 95","1.3342"
"31 Aug 95","1.3282"
"30 Aug 95","1.328"
"29 Aug 95","1.3307"
"25 Aug 95","1.345"
"24 Aug 95","1.3488"
"23 Aug 95","1.3495"
"22 Aug 95","1.3508"
"21 Aug 95","1.358"
"18 Aug 95","1.3572"
"17 Aug 95","1.3672"
"16 Aug 95","1.3671"
"15 Aug 95","1.3556"
"14 Aug 95","1.349"
"11 Aug 95","1.3481"
"10 Aug 95","1.3508"
"09 Aug 95","1.3501"
"08 Aug 95","1.3435"
"07 Aug 95","1.3477"
"04 Aug 95","1.3481"
"03 Aug 95","1.3504"
"02 Aug 95","1.3468"
"01 Aug 95","1.3503"
"31 Jul 95","1.3526"
"28 Jul 95","1.3578"
"27 Jul 95","1.36"
"26 Jul 95","1.3535"
"25 Jul 95","1.3526"
"24 Jul 95","1.3561"
"21 Jul 95","1.3594"
"20 Jul 95","1.3628"
"19 Jul 95","1.3644"
"18 Jul 95","1.365"
"17 Jul 95","1.3628"
"14 Jul 95","1.3689"
"13 Jul 95","1.3618"
"12 Jul 95","1.3845"
"11 Jul 95","1.3879"
"10 Jul 95","1.3976"
"07 Jul 95","1.3961"
"06 Jul 95","1.4049"
"05 Jul 95","1.4086"
"04 Jul 95","1.4071"
"03 Jul 95","1.4081"
"30 Jun 95","1.4106"
"29 Jun 95","1.3994"
"28 Jun 95","1.401"
"27 Jun 95","1.3994"
"26 Jun 95","1.3873"
"23 Jun 95","1.3875"
"22 Jun 95","1.3885"
"21 Jun 95","1.3765"
"20 Jun 95","1.3795"
"19 Jun 95","1.3757"
"16 Jun 95","1.3746"
"15 Jun 95","1.3751"
"14 Jun 95","1.3856"
"13 Jun 95","1.3899"
"12 Jun 95","1.3922"
"09 Jun 95","1.3879"
"08 Jun 95","1.3822"
"07 Jun 95","1.3893"
"06 Jun 95","1.3883"
"05 Jun 95","1.3978"
"02 Jun 95","1.3966"
"01 Jun 95","1.3996"
"31 May 95","1.3895"
"30 May 95","1.387"
"26 May 95","1.3899"
"25 May 95","1.3918"
"24 May 95","1.3947"
"23 May 95","1.3931"
"22 May 95","1.3885"
"19 May 95","1.3976"
"18 May 95","1.3899"
"17 May 95","1.3686"
"16 May 95","1.3727"
"15 May 95","1.3643"
"12 May 95","1.3514"
"11 May 95","1.3633"
"10 May 95","1.3746"
"09 May 95","1.3723"
"05 May 95","1.3463"
"04 May 95","1.3495"
"03 May 95","1.3643"
"02 May 95","1.3727"
"01 May 95","1.3708"
"28 Apr 95","1.374"
"27 Apr 95","1.3761"
"26 Apr 95","1.3732"
"25 Apr 95","1.3755"
"24 Apr 95","1.3717"
"21 Apr 95","1.3646"
"20 Apr 95","1.3628"
"19 Apr 95","1.3572"
"18 Apr 95","1.3492"
"13 Apr 95","1.3504"
"12 Apr 95","1.3444"
"11 Apr 95","1.3499"
"10 Apr 95","1.3486"
"07 Apr 95","1.349"
"06 Apr 95","1.3492"
"05 Apr 95","1.3528"
"04 Apr 95","1.3646"
"03 Apr 95","1.3628"
"31 Mar 95","1.3633"
"30 Mar 95","1.3731"
"29 Mar 95","1.3812"
"28 Mar 95","1.3778"
"27 Mar 95","1.3787"
"24 Mar 95","1.3731"
"23 Mar 95","1.3789"
"22 Mar 95","1.3784"
"21 Mar 95","1.3765"
"20 Mar 95","1.3774"
"17 Mar 95","1.3615"
"16 Mar 95","1.3401"
"15 Mar 95","1.3405"
"14 Mar 95","1.3428"
"13 Mar 95","1.3396"
"10 Mar 95","1.3414"
"09 Mar 95","1.3495"
"08 Mar 95","1.3537"
"07 Mar 95","1.3556"
"06 Mar 95","1.3523"
"03 Mar 95","1.3526"
"02 Mar 95","1.3556"
"01 Mar 95","1.363"
"28 Feb 95","1.3563"
"27 Feb 95","1.3526"
"24 Feb 95","1.3559"
"23 Feb 95","1.3569"
"22 Feb 95","1.3559"
"21 Feb 95","1.3486"
"20 Feb 95","1.3563"
"17 Feb 95","1.3563"
"16 Feb 95","1.3417"
"15 Feb 95","1.3396"
"14 Feb 95","1.3435"
"13 Feb 95","1.3426"
"10 Feb 95","1.341"
"09 Feb 95","1.3432"
"08 Feb 95","1.3435"
"07 Feb 95","1.341"
"06 Feb 95","1.3328"
"03 Feb 95","1.3286"
"02 Feb 95","1.3193"
"01 Feb 95","1.3222"
"31 Jan 95","1.321"
"30 Jan 95","1.3167"
"27 Jan 95","1.3115"
"26 Jan 95","1.3068"
"25 Jan 95","1.3051"
"24 Jan 95","1.2975"
"23 Jan 95","1.3029"
"20 Jan 95","1.3004"
"19 Jan 95","1.306"
"18 Jan 95","1.3141"
"17 Jan 95","1.318"
"16 Jan 95","1.3184"
"13 Jan 95","1.3198"
"12 Jan 95","1.3034"
"11 Jan 95","1.3009"
"10 Jan 95","1.3038"
"09 Jan 95","1.3101"
"06 Jan 95","1.305"
"05 Jan 95","1.3029"
"04 Jan 95","1.3034"
"03 Jan 95","1.2991"
"30 Dec 94","1.2892"
"29 Dec 94","1.2873"
"28 Dec 94","1.2853"
"23 Dec 94","1.2875"
"22 Dec 94","1.2887"
"21 Dec 94","1.29"
"20 Dec 94","1.2895"
"19 Dec 94","1.2865"
"16 Dec 94","1.2895"
"15 Dec 94","1.2849"
"14 Dec 94","1.29"
"13 Dec 94","1.2898"
"12 Dec 94","1.2925"
"09 Dec 94","1.2928"
"08 Dec 94","1.2987"
"07 Dec 94","1.2992"
"06 Dec 94","1.3012"
"05 Dec 94","1.2979"
"02 Dec 94","1.2992"
"01 Dec 94","1.3017"
"30 Nov 94","1.3012"
"29 Nov 94","1.3086"
"28 Nov 94","1.3118"
"25 Nov 94","1.3158"
"24 Nov 94","1.3163"
"23 Nov 94","1.3153"
"22 Nov 94","1.3094"
"21 Nov 94","1.3127"
"18 Nov 94","1.3184"
"17 Nov 94","1.3298"
"16 Nov 94","1.3316"
"15 Nov 94","1.3271"
"14 Nov 94","1.3316"
"11 Nov 94","1.3289"
"10 Nov 94","1.3259"
"09 Nov 94","1.3233"
"08 Nov 94","1.3284"
"07 Nov 94","1.3263"
"04 Nov 94","1.336"
"03 Nov 94","1.3463"
"02 Nov 94","1.3481"
"01 Nov 94","1.3495"
"31 Oct 94","1.3477"
"28 Oct 94","1.3459"
"27 Oct 94","1.345"
"26 Oct 94","1.3477"
"25 Oct 94","1.3578"
"24 Oct 94","1.3578"
"21 Oct 94","1.3671"
"20 Oct 94","1.3569"
"19 Oct 94","1.3596"
"18 Oct 94","1.3563"
"17 Oct 94","1.3591"
"14 Oct 94","1.3592"
"13 Oct 94","1.3559"
"12 Oct 94","1.3574"
"11 Oct 94","1.3578"
"10 Oct 94","1.3541"
"07 Oct 94","1.3545"
"06 Oct 94","1.3517"
"05 Oct 94","1.3523"
"04 Oct 94","1.3532"
"03 Oct 94","1.3492"
"30 Sep 94","1.3514"
"29 Sep 94","1.3504"
"28 Sep 94","1.3508"
"27 Sep 94","1.3519"
"26 Sep 94","1.351"
"23 Sep 94","1.3541"
"22 Sep 94","1.3578"
"21 Sep 94","1.3574"
"20 Sep 94","1.3432"
"19 Sep 94","1.3437"
"16 Sep 94","1.3444"
"15 Sep 94","1.3455"
"14 Sep 94","1.3492"
"13 Sep 94","1.3426"
"12 Sep 94","1.3437"
"09 Sep 94","1.3426"
"08 Sep 94","1.3434"
"07 Sep 94","1.3459"
"06 Sep 94","1.3508"
"05 Sep 94","1.3526"
"02 Sep 94","1.3468"
"01 Sep 94","1.3459"
"31 Aug 94","1.3432"
"30 Aug 94","1.3452"
"26 Aug 94","1.3441"
"25 Aug 94","1.3455"
"24 Aug 94","1.3514"
"23 Aug 94","1.3587"
"22 Aug 94","1.3574"
"19 Aug 94","1.3539"
"18 Aug 94","1.3501"
"17 Aug 94","1.3508"
"16 Aug 94","1.3481"
"15 Aug 94","1.3492"
"12 Aug 94","1.3477"
"11 Aug 94","1.3401"
"10 Aug 94","1.3504"
"09 Aug 94","1.3468"
"08 Aug 94","1.3499"
"05 Aug 94","1.3486"
"04 Aug 94","1.3609"
"03 Aug 94","1.3661"
"02 Aug 94","1.3596"
"01 Aug 94","1.3565"
"29 Jul 94","1.3532"
"28 Jul 94","1.3578"
"27 Jul 94","1.3532"
"26 Jul 94","1.345"
"25 Jul 94","1.3454"
"22 Jul 94","1.3492"
"21 Jul 94","1.3591"
"20 Jul 94","1.3583"
"19 Jul 94","1.3633"
"18 Jul 94","1.3652"
"15 Jul 94","1.3615"
"14 Jul 94","1.3609"
"13 Jul 94","1.3528"
"12 Jul 94","1.3615"
"11 Jul 94","1.3695"
"08 Jul 94","1.3684"
"07 Jul 94","1.3714"
"06 Jul 94","1.3778"
"05 Jul 94","1.3774"
"04 Jul 94","1.3708"
"01 Jul 94","1.3708"
"30 Jun 94","1.3686"
"29 Jun 94","1.3816"
"28 Jun 94","1.3831"
"27 Jun 94","1.3866"
"24 Jun 94","1.3732"
"23 Jun 94","1.3615"
"22 Jun 94","1.3444"
"21 Jun 94","1.3455"
"20 Jun 94","1.3546"
"17 Jun 94","1.3615"
"16 Jun 94","1.3689"
"15 Jun 94","1.3695"
"14 Jun 94","1.3714"
"13 Jun 94","1.3591"
"10 Jun 94","1.3615"
"09 Jun 94","1.3628"
"08 Jun 94","1.3643"
"07 Jun 94","1.3624"
"06 Jun 94","1.3609"
"03 Jun 94","1.3535"
"02 Jun 94","1.3565"
"01 Jun 94","1.3504"
"31 May 94","1.3541"
"27 May 94","1.3639"
"26 May 94","1.3646"
"25 May 94","1.362"
"24 May 94","1.3591"
"23 May 94","1.362"
"20 May 94","1.3727"
"19 May 94","1.3727"
"18 May 94","1.374"
"17 May 94","1.3732"
"16 May 94","1.3778"
"13 May 94","1.3854"
"12 May 94","1.3893"
"11 May 94","1.3784"
"10 May 94","1.3816"
"09 May 94","1.3873"
"06 May 94","1.3982"
"05 May 94","1.3996"
"04 May 94","1.4029"
