SERIES,DESCRIPTION
XUDLADD,Spot exchange rate - Australian Dollar into US $
XUDLBK74,Spot exchange rate - South Korean Won into Dollar
XUDLERD,Spot exchange rate - Euro into US $
XUDLGBD,Spot exchange rate - Sterling into US$
XUDLJYD,Spot exchange rate - Japanese Yen into US $
XUDLNDD,Spot exchange rate - New Zealand Dollar into US $
XUDLSFD,Spot exchange rate - Swiss Franc into US $

DATE,XUDLADD,XUDLBK74,XUDLERD,XUDLGBD,XUDLJYD,XUDLNDD,XUDLSFD
16 Nov 2017,1.3168,1096.645,0.8494,0.7578,112.8,1.4586,0.9934
17 Nov 2017,1.3243,1094.795,0.8488,0.7572,112.24,1.4712,0.991
20 Nov 2017,1.3236,1096.42,0.8512,0.754,112.41,1.4671,0.9911
21 Nov 2017,1.3191,1089.41,0.8528,0.7559,112.47,1.4641,0.9924
22 Nov 2017,1.318,1087.17,0.8484,0.7528,111.63,1.4592,0.9834
23 Nov 2017,1.3116,1083.84,0.8444,0.752,111.24,1.4505,0.9818
24 Nov 2017,1.312,1083.76,0.8379,0.749,111.51,1.4522,0.9789
27 Nov 2017,1.3122,1087.41,0.839,0.7496,111.04,1.4447,0.9811
28 Nov 2017,1.316,1081.78,0.8424,0.7557,111.31,1.4449,0.9841
29 Nov 2017,1.3201,1080.54,0.844,0.7456,111.92,1.4512,0.9843
30 Nov 2017,1.3168,1086.26,0.8387,0.7391,111.91,1.4573,0.982
01 Dec 2017,1.3167,1084.18,0.8428,0.7413,112.8,1.4573,0.9841
04 Dec 2017,1.3165,1086.7,0.8439,0.7419,112.73,1.4599,0.9848
05 Dec 2017,1.3139,1086.995,0.8451,0.7431,112.78,1.4529,0.9873
06 Dec 2017,1.3203,1094.25,0.8483,0.7473,112.26,1.4524,0.9898
07 Dec 2017,1.3287,1092.095,0.8482,0.7453,112.74,1.4616,0.993
08 Dec 2017,1.3312,1093.045,0.8509,0.7476,113.52,1.4603,0.9942
11 Dec 2017,1.3257,1086.64,0.8477,0.7484,113.37,1.4451,0.9906
12 Dec 2017,1.3242,1091.18,0.8525,0.7506,113.68,1.443,0.9926
13 Dec 2017,1.3135,1089.06,0.8505,0.7483,113.05,1.4294,0.9891
14 Dec 2017,1.3041,1089.04,0.8491,0.7449,112.62,1.4314,0.9897
15 Dec 2017,1.3074,1087.12,0.8501,0.7509,112.65,1.4271,0.9918
18 Dec 2017,1.3031,1084.79,0.8466,0.7464,112.37,1.4269,0.9855
19 Dec 2017,1.3072,1085.57,0.8467,0.7491,112.99,1.4318,0.9873
20 Dec 2017,1.3043,1078.95,0.8415,0.7459,113.3,1.4345,0.9848
21 Dec 2017,1.2994,1078.93,0.8431,0.7488,113.47,1.4251,0.9891
22 Dec 2017,1.2955,1078.79,0.8437,0.747,113.37,1.4257,0.9894
27 Dec 2017,1.2877,1073.87,0.8408,0.7463,113.3,1.4154,0.9881
28 Dec 2017,1.2834,1069.695,0.8377,0.7443,112.88,1.4106,0.979
29 Dec 2017,1.2788,1066.48,0.8342,0.7402,112.49,1.4041,0.9755
02 Jan 2018,1.2768,1062.605,0.8302,0.7364,112.15,1.4063,0.9723
03 Jan 2018,1.2765,1065.74,0.8317,0.74,112.4,1.409,0.9769
04 Jan 2018,1.2721,1063.445,0.8282,0.7379,112.78,1.3988,0.9748
05 Jan 2018,1.2726,1062.33,0.8308,0.7373,113.24,1.3951,0.9753
08 Jan 2018,1.276,1068.445,0.8349,0.7363,112.98,1.3933,0.9764
09 Jan 2018,1.2788,1070.565,0.8382,0.7394,112.44,1.3943,0.9828
10 Jan 2018,1.2742,1067.65,0.8345,0.7389,111.35,1.3889,0.9773
11 Jan 2018,1.2697,1063.815,0.8299,0.7388,111.4,1.3818,0.9747
12 Jan 2018,1.2671,1062.13,0.8232,0.7305,111.31,1.3806,0.9715
15 Jan 2018,1.2542,1063.245,0.8157,0.7245,110.51,1.3682,0.9634
16 Jan 2018,1.2566,1064.08,0.8177,0.726,110.69,1.3748,0.9621
17 Jan 2018,1.2536,1067.71,0.8169,0.7229,110.72,1.3748,0.9609
18 Jan 2018,1.252,1069.31,0.8171,0.7204,110.95,1.3686,0.9594
19 Jan 2018,1.2497,1067.84,0.8182,0.7223,110.63,1.3736,0.9615
22 Jan 2018,1.2466,1069.705,0.8161,0.7159,110.79,1.3648,0.9605
23 Jan 2018,1.2503,1073.86,0.8134,0.7133,110.35,1.3587,0.9575
24 Jan 2018,1.2393,1064.925,0.8077,0.7031,109.2,1.3475,0.9458
25 Jan 2018,1.2353,1059.64,0.7997,0.6992,108.7,1.3556,0.9317
26 Jan 2018,1.2356,1064.56,0.8044,0.7052,108.61,1.3626,0.935
29 Jan 2018,1.2356,1071.965,0.8093,0.7111,109.02,1.3674,0.9364
30 Jan 2018,1.2366,1072.48,0.8057,0.7086,108.83,1.3622,0.935
31 Jan 2018,1.235,1067.63,0.8028,0.7032,109.18,1.351,0.9294
01 Feb 2018,1.246,1071.37,0.8019,0.7024,109.38,1.3528,0.9282
02 Feb 2018,1.2593,1087.1,0.8041,0.708,110.4,1.3663,0.9321
05 Feb 2018,1.2596,1085.88,0.8052,0.7135,110.11,1.3701,0.9369
06 Feb 2018,1.2695,1084.36,0.81,0.719,109.3,1.3712,0.9385
07 Feb 2018,1.2736,1082.98,0.8135,0.7203,109.26,1.3732,0.9447
08 Feb 2018,1.2825,1092.24,0.8156,0.7141,109.25,1.3862,0.9393
09 Feb 2018,1.2817,1086.095,0.8163,0.7243,108.68,1.3793,0.9402
12 Feb 2018,1.2778,1084.285,0.8144,0.7242,108.55,1.382,0.939
13 Feb 2018,1.2723,1083.84,0.8091,0.7204,107.47,1.3719,0.9335
14 Feb 2018,1.269,1076.875,0.8063,0.7163,106.85,1.3624,0.931
15 Feb 2018,1.2665,1067.53,0.8014,0.7114,106.27,1.3561,0.9238
16 Feb 2018,1.2618,1065.28,0.8033,0.7123,106.04,1.3512,0.925
19 Feb 2018,1.2645,1067.02,0.8066,0.7146,106.51,1.3574,0.9293
20 Feb 2018,1.2658,1073.44,0.8102,0.714,107.12,1.3594,0.9346
21 Feb 2018,1.2747,1072.335,0.8117,0.7154,107.62,1.3622,0.9371
22 Feb 2018,1.274,1078,0.8117,0.7175,106.88,1.3605,0.9344
23 Feb 2018,1.2786,1076.9,0.8133,0.7158,106.63,1.3716,0.936
26 Feb 2018,1.2753,1071.09,0.8137,0.7173,106.94,1.368,0.9382
27 Feb 2018,1.2804,1077.63,0.8169,0.7204,107.57,1.3803,0.9403
28 Feb 2018,1.2835,1081.685,0.8199,0.7257,106.73,1.3847,0.945
01 Mar 2018,1.2909,1083.69,0.8211,0.7286,107.065,1.381,0.9482
02 Mar 2018,1.2913,1084.68,0.8123,0.7263,105.48,1.3822,0.938
05 Mar 2018,1.2905,1079.035,0.8112,0.7221,105.83,1.382,0.9388
06 Mar 2018,1.2798,1063.2,0.8066,0.7203,106.03,1.3706,0.9392
07 Mar 2018,1.2804,1067.735,0.8062,0.7196,106,1.3755,0.9419
08 Mar 2018,1.2852,1074.79,0.8112,0.7231,106.09,1.3787,0.949
09 Mar 2018,1.276,1065.84,0.8118,0.7211,106.97,1.3719,0.9503
12 Mar 2018,1.2718,1064.68,0.8118,0.7195,106.53,1.3714,0.9489
13 Mar 2018,1.2689,1062.32,0.8066,0.7149,106.63,1.3617,0.9437
14 Mar 2018,1.27,1064.25,0.809,0.7171,106.17,1.3648,0.9465
15 Mar 2018,1.2798,1066.82,0.8117,0.717,106.06,1.3723,0.9504
16 Mar 2018,1.2932,1069.735,0.8143,0.7185,106.09,1.3858,0.9533
19 Mar 2018,1.2982,1072.825,0.8111,0.7128,105.84,1.3839,0.9511
20 Mar 2018,1.3004,1071.12,0.8149,0.7137,106.42,1.39,0.955
21 Mar 2018,1.2975,1071.545,0.8152,0.7111,106.32,1.393,0.9542
22 Mar 2018,1.2995,1080.515,0.8122,0.7093,105.34,1.3852,0.9492
23 Mar 2018,1.2952,1082.43,0.8091,0.7067,104.84,1.3787,0.9466
26 Mar 2018,1.2962,1077.55,0.8037,0.7031,105.05,1.3721,0.9442
27 Mar 2018,1.2972,1072.75,0.8069,0.707,105.78,1.3753,0.9482
28 Mar 2018,1.304,1064.595,0.8097,0.7093,106.2,1.3847,0.9534
29 Mar 2018,1.3034,1063.59,0.8131,0.7126,106.35,1.386,0.9576
03 Apr 2018,1.3033,1055.195,0.8147,0.7124,106.55,1.3776,0.9588
04 Apr 2018,1.2985,1061.6,0.8131,0.71,106.56,1.3708,0.9597
05 Apr 2018,1.3011,1063.08,0.8177,0.7143,107.46,1.3751,0.9633
06 Apr 2018,1.3016,1069.8,0.8155,0.7101,107.13,1.3765,0.9608
09 Apr 2018,1.3002,1068.5,0.8121,0.7078,107.05,1.3686,0.9578
10 Apr 2018,1.2898,1065.14,0.8097,0.7056,107.17,1.3576,0.9561
11 Apr 2018,1.2868,1066.65,0.8075,0.7039,106.71,1.3554,0.957
12 Apr 2018,1.2888,1070.525,0.8118,0.7026,107.27,1.3556,0.9623
13 Apr 2018,1.2863,1070.895,0.8111,0.7019,107.53,1.3583,0.9623
16 Apr 2018,1.2858,1072.55,0.8084,0.6979,107.255,1.3576,0.9596
17 Apr 2018,1.2868,1067.68,0.81,0.6988,107.15,1.3631,0.9657
18 Apr 2018,1.2834,1064.72,0.808,0.7025,107.23,1.3626,0.9671
19 Apr 2018,1.2865,1064.15,0.8088,0.7032,107.37,1.3704,0.9701
20 Apr 2018,1.3029,1072.98,0.8144,0.713,107.7,1.3847,0.9741
23 Apr 2018,1.3127,1079.215,0.8183,0.7168,108.45,1.3974,0.9773
24 Apr 2018,1.317,1077.25,0.8187,0.7161,109.18,1.4049,0.981
25 Apr 2018,1.3224,1084.08,0.8215,0.7176,109.31,1.4156,0.984
26 Apr 2018,1.3236,1078.77,0.8254,0.7176,109.37,1.4148,0.9877
27 Apr 2018,1.3214,1068.75,0.8263,0.7249,109.08,1.4156,0.9883
30 Apr 2018,1.3249,1069.63,0.8277,0.7259,109.44,1.4194,0.9899
01 May 2018,1.3367,1073.295,0.8338,0.7355,109.75,1.429,0.9958
02 May 2018,1.3342,1078.385,0.8364,0.7353,109.98,1.4284,0.9984
03 May 2018,1.3323,1079.93,0.8365,0.7382,109.06,1.4239,0.9995
04 May 2018,1.3293,1076.51,0.8383,0.7398,109.12,1.4253,1.0014
08 May 2018,1.3426,1080.21,0.8436,0.7398,109.23,1.4366,1.0018
09 May 2018,1.3403,1080.105,0.8435,0.7365,109.69,1.4312,1.0041
10 May 2018,1.3339,1068.61,0.8418,0.7426,109.61,1.4415,1.0042
11 May 2018,1.3254,1068.08,0.8372,0.7378,109.39,1.436,0.9998
14 May 2018,1.324,1069.71,0.8356,0.7357,109.57,1.442,0.9981
15 May 2018,1.3378,1076.755,0.8431,0.741,110.3,1.455,1.0018
16 May 2018,1.3326,1078.775,0.8484,0.7417,110.32,1.4501,1.0007
17 May 2018,1.3301,1082.575,0.8482,0.7405,110.82,1.4533,1.0019
18 May 2018,1.3301,1081.67,0.8497,0.7421,110.69,1.4459,0.9986
21 May 2018,1.323,1080.64,0.8511,0.7457,111.225,1.4446,0.9981
22 May 2018,1.3182,1075.97,0.8493,0.7451,111.02,1.4424,0.9929
23 May 2018,1.3245,1080.97,0.8544,0.7496,109.95,1.4478,0.994
24 May 2018,1.3219,1084.12,0.853,0.7477,109.035,1.4457,0.991
25 May 2018,1.324,1078.665,0.8579,0.751,109.27,1.4449,0.9914
29 May 2018,1.3305,1082.295,0.8649,0.7536,108.85,1.4457,0.9949
30 May 2018,1.3236,1080.63,0.8613,0.7533,108.91,1.4327,0.9898
31 May 2018,1.3215,1079.08,0.8566,0.7514,108.65,1.4251,0.9834
