SERIES,DESCRIPTION,,
XUDLERD,Spot exchange rate - Euro into US $,,
XUDLGBD,Spot exchange rate - Sterling into US$,,
XUDLJYD,Spot exchange rate - Japanese Yen into US $,,
,,,
DATE,XUDLERD,XUDLGBD,XUDLJYD
15-Jul-77,0.8238,0.5816,265.27
18-Jul-77,0.8207,0.5814,263.87
19-Jul-77,0.8191,0.5814,263.97
20-Jul-77,0.8171,0.5812,264.85
21-Jul-77,0.8179,0.5816,264.68
22-Jul-77,0.8168,0.5815,264.25
25-Jul-77,0.8137,0.5814,264.27
26-Jul-77,0.8129,0.5813,264.35
27-Jul-77,0.8157,0.5754,264.72
28-Jul-77,0.8185,0.5754,265.57
29-Jul-77,0.8241,0.5755,266.67
1-Aug-77,0.8254,0.5754,267.05
2-Aug-77,0.8224,0.5752,266.45
3-Aug-77,0.8213,0.5749,265.45
4-Aug-77,0.8237,0.5748,265.65
5-Aug-77,0.8232,0.5749,265.81
8-Aug-77,0.8276,0.5756,266.1
9-Aug-77,0.8262,0.5753,265.85
10-Aug-77,0.8285,0.575,266
11-Aug-77,0.8276,0.5751,265.95
12-Aug-77,0.8309,0.5754,266.35
15-Aug-77,0.8318,0.575,267.75
16-Aug-77,0.8343,0.5746,267.77
17-Aug-77,0.8323,0.5743,266.58
18-Aug-77,0.8311,0.5748,266.65
19-Aug-77,0.831,0.5746,267.15
22-Aug-77,0.8291,0.5748,266.7
23-Aug-77,0.8288,0.5747,266.85
24-Aug-77,0.8259,0.5744,266.32
25-Aug-77,0.8281,0.5743,266.85
26-Aug-77,0.8281,0.5741,267
30-Aug-77,0.8305,0.574,267.3
31-Aug-77,0.8288,0.5738,267.45
1-Sep-77,0.8297,0.574,268.15
2-Sep-77,0.8299,0.574,267.9
5-Sep-77,0.8312,0.5743,267.75
6-Sep-77,0.8311,0.5741,267.58
7-Sep-77,0.8295,0.5738,267.66
8-Sep-77,0.8311,0.5737,266.8
9-Sep-77,0.8321,0.5739,266.8
12-Sep-77,0.8332,0.5736,266.65
13-Sep-77,0.8332,0.5735,266.8
14-Sep-77,0.8343,0.5733,267.15
15-Sep-77,0.833,0.5735,266.95
16-Sep-77,0.8332,0.5738,267.03
19-Sep-77,0.8325,0.5741,266.95
20-Sep-77,0.8323,0.5742,266.9
21-Sep-77,0.8318,0.574,266.85
22-Sep-77,0.8324,0.5737,266.8
23-Sep-77,0.8332,0.5737,266.85
26-Sep-77,0.8328,0.5734,266.62
27-Sep-77,0.834,0.5735,266.65
28-Sep-77,0.8332,0.5732,266.75
29-Sep-77,0.8319,0.5731,265.55
30-Sep-77,0.8282,0.5722,263.6
3-Oct-77,0.8237,0.5694,260.62
4-Oct-77,0.8263,0.5694,260.82
5-Oct-77,0.8261,0.5691,260.77
6-Oct-77,0.8241,0.5683,258.5
7-Oct-77,0.8243,0.5685,257.4
10-Oct-77,0.8246,0.5682,257.17
11-Oct-77,0.8264,0.5685,257.67
12-Oct-77,0.8242,0.5675,256.55
13-Oct-77,0.8225,0.5668,254.52
14-Oct-77,0.8208,0.5657,252.8
17-Oct-77,0.8174,0.5642,252.42
18-Oct-77,0.8179,0.5639,252.32
19-Oct-77,0.8181,0.5633,253.07
20-Oct-77,0.8206,0.5646,253.7
21-Oct-77,0.8198,0.5649,254.02
24-Oct-77,0.8174,0.5636,252.02
25-Oct-77,0.8182,0.5628,252.32
26-Oct-77,0.8178,0.5624,251.6
27-Oct-77,0.8188,0.5629,250
28-Oct-77,0.8177,0.5627,250.37
31-Oct-77,0.8154,0.5436,249.32
1-Nov-77,0.8115,0.5427,246.42
2-Nov-77,0.8137,0.5443,248
3-Nov-77,0.8138,0.5529,247.9
4-Nov-77,0.8164,0.5543,248.77
7-Nov-77,0.817,0.5535,248.22
8-Nov-77,0.8172,0.5528,247.6
9-Nov-77,0.8187,0.5522,247.05
10-Nov-77,0.8171,0.5507,246.55
11-Nov-77,0.8168,0.5502,246.42
14-Nov-77,0.8148,0.5499,244.82
15-Nov-77,0.8157,0.5504,245.05
16-Nov-77,0.8151,0.5502,245.2
17-Nov-77,0.8152,0.5499,246.2
18-Nov-77,0.8141,0.5486,244.17
21-Nov-77,0.8131,0.5483,242.57
22-Nov-77,0.8129,0.5513,240.77
23-Nov-77,0.8119,0.5503,239.9
24-Nov-77,0.8097,0.5505,240.07
25-Nov-77,0.8087,0.5508,239.92
28-Nov-77,0.8081,0.5495,240.1
29-Nov-77,0.8103,0.5511,243.75
30-Nov-77,0.8114,0.5505,244.92
1-Dec-77,0.8081,0.5503,242.87
2-Dec-77,0.8106,0.5495,242.3
5-Dec-77,0.8025,0.5462,241.97
6-Dec-77,0.8002,0.5483,241.82
7-Dec-77,0.7981,0.5482,241.65
8-Dec-77,0.7993,0.5469,241.52
9-Dec-77,0.8032,0.5466,242.5
12-Dec-77,0.7995,0.5462,241.66
13-Dec-77,0.7939,0.5435,241.72
14-Dec-77,0.7892,0.5415,237.62
15-Dec-77,0.7931,0.5414,239.7
16-Dec-77,0.7899,0.5397,240.55
19-Dec-77,0.7846,0.5343,240.85
20-Dec-77,0.7824,0.5299,240.25
21-Dec-77,0.7831,0.5312,240.37
22-Dec-77,0.7923,0.5382,241.4
23-Dec-77,0.7914,0.5372,241.4
28-Dec-77,0.7837,0.5292,240.45
29-Dec-77,0.7777,0.523,240.15
30-Dec-77,0.7757,0.5212,239.35
3-Jan-78,0.7683,0.5116,238.3
4-Jan-78,0.7653,0.5094,237.15
5-Jan-78,0.7892,0.5306,241.15
6-Jan-78,0.7839,0.5236,240.6
9-Jan-78,0.7861,0.5206,241.15
10-Jan-78,0.7849,0.521,241.35
11-Jan-78,0.779,0.5175,240.37
12-Jan-78,0.777,0.5167,239.75
13-Jan-78,0.7818,0.5188,241.5
16-Jan-78,0.7808,0.5182,241.52
17-Jan-78,0.7847,0.5206,242.07
18-Jan-78,0.7847,0.5202,242.4
19-Jan-78,0.7829,0.5174,242.12
20-Jan-78,0.7816,0.5173,241.8
23-Jan-78,0.7787,0.515,241.45
24-Jan-78,0.7776,0.514,241.65
25-Jan-78,0.7751,0.5127,241.3
26-Jan-78,0.7763,0.5122,240.62
27-Jan-78,0.7779,0.5125,241.12
30-Jan-78,0.7799,0.5133,241.75
31-Jan-78,0.7774,0.5123,241.53
1-Feb-78,0.7804,0.5133,241.55
2-Feb-78,0.7819,0.5126,241.79
3-Feb-78,0.7836,0.516,241.7
6-Feb-78,0.7836,0.5162,241.1
7-Feb-78,0.7839,0.5167,241.35
8-Feb-78,0.7824,0.5184,241.55
9-Feb-78,0.7836,0.5172,241.45
10-Feb-78,0.7826,0.5167,241.55
13-Feb-78,0.7802,0.5154,241.15
14-Feb-78,0.7765,0.516,240.6
15-Feb-78,0.7765,0.5172,240.6
16-Feb-78,0.7734,0.5161,240.17
17-Feb-78,0.7712,0.5146,239.97
20-Feb-78,0.7635,0.5111,236.2
21-Feb-78,0.767,0.5144,238.35
22-Feb-78,0.766,0.5142,238.95
23-Feb-78,0.7603,0.5121,238.12
24-Feb-78,0.7632,0.5143,238.6
27-Feb-78,0.7678,0.5181,239.4
28-Feb-78,0.7613,0.5164,238.47
1-Mar-78,0.7574,0.5161,238.38
2-Mar-78,0.7562,0.5156,238.3
3-Mar-78,0.7615,0.5162,237.62
6-Mar-78,0.7619,0.5164,236.4
7-Mar-78,0.7593,0.5163,235.37
8-Mar-78,0.7599,0.5166,234.05
9-Mar-78,0.7643,0.5192,234.47
10-Mar-78,0.7713,0.5237,235.55
13-Mar-78,0.7674,0.5248,234.45
14-Mar-78,0.7656,0.5227,233.25
15-Mar-78,0.7649,0.5244,232.92
16-Mar-78,0.7609,0.5225,232.17
17-Mar-78,0.7615,0.524,230.5
20-Mar-78,0.7598,0.5251,230.85
21-Mar-78,0.7634,0.5268,231.05
22-Mar-78,0.7622,0.527,230.32
23-Mar-78,0.7611,0.5335,230.05
28-Mar-78,0.7567,0.531,224.8
29-Mar-78,0.756,0.5308,222
30-Mar-78,0.7568,0.5363,222.6
31-Mar-78,0.7506,0.5369,221.25
3-Apr-78,0.75,0.5352,218.42
4-Apr-78,0.754,0.5346,218.95
5-Apr-78,0.7528,0.5338,218.82
6-Apr-78,0.7514,0.5332,218.67
7-Apr-78,0.7512,0.5334,219.45
10-Apr-78,0.7496,0.5328,219.57
11-Apr-78,0.7512,0.5323,219.57
12-Apr-78,0.7505,0.5326,218.9
13-Apr-78,0.7526,0.5354,218.92
14-Apr-78,0.7548,0.5385,219.22
17-Apr-78,0.7598,0.5404,220.3
18-Apr-78,0.7614,0.5421,221.07
19-Apr-78,0.7606,0.5421,221.6
20-Apr-78,0.7707,0.5482,226
21-Apr-78,0.7704,0.5473,225.6
24-Apr-78,0.771,0.5487,228.07
25-Apr-78,0.7702,0.5507,227.4
26-Apr-78,0.771,0.5507,225.8
27-Apr-78,0.767,0.5469,222.72
28-Apr-78,0.7677,0.5474,224.02
2-May-78,0.7709,0.5472,225.97
3-May-78,0.7705,0.5483,226.17
4-May-78,0.7672,0.5467,224.65
5-May-78,0.7691,0.5472,224.65
8-May-78,0.7736,0.55,225.05
9-May-78,0.776,0.5515,225.42
10-May-78,0.774,0.5487,224.87
11-May-78,0.7767,0.549,225.12
12-May-78,0.7796,0.5492,225.37
15-May-78,0.7821,0.5489,226.12
16-May-78,0.7861,0.5526,228.35
17-May-78,0.7864,0.5531,228.2
18-May-78,0.7783,0.5497,227.3
19-May-78,0.7807,0.5515,227.52
22-May-78,0.7845,0.552,228.82
23-May-78,0.7849,0.5522,229.05
24-May-78,0.7841,0.5516,228.3
25-May-78,0.7825,0.5513,225.6
26-May-78,0.7822,0.5517,225.8
30-May-78,0.779,0.5498,223.12
31-May-78,0.7731,0.5469,221.5
1-Jun-78,0.7726,0.5473,221.52
2-Jun-78,0.7703,0.548,220.8
5-Jun-78,0.7728,0.5496,220.7
6-Jun-78,0.7735,0.5487,221.52
7-Jun-78,0.7717,0.5485,220.72
8-Jun-78,0.7706,0.5479,220.72
9-Jun-78,0.7717,0.5475,220.82
12-Jun-78,0.7696,0.5441,217.9
13-Jun-78,0.7697,0.545,216.87
14-Jun-78,0.7698,0.5453,215.2
15-Jun-78,0.7728,0.5466,216.05
16-Jun-78,0.7726,0.5461,216.02
19-Jun-78,0.7718,0.5454,213.5
20-Jun-78,0.7694,0.5436,211.22
21-Jun-78,0.7668,0.5404,210.65
22-Jun-78,0.7707,0.543,211.2
23-Jun-78,0.767,0.5408,207.15
26-Jun-78,0.7664,0.5409,206.12
27-Jun-78,0.767,0.5413,206.02
28-Jun-78,0.7651,0.5391,205.3
29-Jun-78,0.7648,0.5371,204.92
30-Jun-78,0.7639,0.5375,203.65
3-Jul-78,0.761,0.5356,202.3
4-Jul-78,0.7545,0.5337,200.8
5-Jul-78,0.7558,0.5341,201.38
6-Jul-78,0.7616,0.5355,203.95
7-Jul-78,0.7578,0.5338,202.5
10-Jul-78,0.753,0.5281,201.32
11-Jul-78,0.756,0.5307,202.77
12-Jul-78,0.758,0.5306,203.12
13-Jul-78,0.7565,0.5303,202.67
14-Jul-78,0.758,0.5308,202.57
17-Jul-78,0.7605,0.531,203.2
18-Jul-78,0.7604,0.531,202.37
19-Jul-78,0.7583,0.5287,201.77
20-Jul-78,0.7573,0.5256,201.47
21-Jul-78,0.7554,0.5231,200.9
24-Jul-78,0.7514,0.5181,197.97
25-Jul-78,0.7533,0.5193,195.82
26-Jul-78,0.7552,0.5249,194.02
27-Jul-78,0.7557,0.5245,193.57
28-Jul-78,0.7507,0.5189,190.3
31-Jul-78,0.7499,0.5181,188.97
1-Aug-78,0.7486,0.5183,185.9
2-Aug-78,0.7492,0.5189,186.6
3-Aug-78,0.7487,0.5181,188.1
4-Aug-78,0.7476,0.5188,189.1
7-Aug-78,0.7432,0.5183,188.8
8-Aug-78,0.7386,0.5174,187.62
9-Aug-78,0.735,0.5133,187.52
10-Aug-78,0.7334,0.5125,186.7
11-Aug-78,0.7291,0.509,185.6
14-Aug-78,0.7211,0.5045,183.8
15-Aug-78,0.7205,0.5047,184.17
16-Aug-78,0.7209,0.5057,184.15
17-Aug-78,0.7366,0.5167,188.5
18-Aug-78,0.733,0.5137,188.35
21-Aug-78,0.742,0.5187,192.8
22-Aug-78,0.7392,0.5181,190.85
23-Aug-78,0.7416,0.5189,191.55
24-Aug-78,0.7399,0.5181,191.02
25-Aug-78,0.7439,0.5197,192.4
29-Aug-78,0.7398,0.5157,189.75
30-Aug-78,0.737,0.5153,189.3
31-Aug-78,0.7361,0.5149,190.3
1-Sep-78,0.7344,0.5138,191.15
4-Sep-78,0.7314,0.5135,190.42
5-Sep-78,0.7337,0.5148,190.22
6-Sep-78,0.7331,0.5147,190.05
7-Sep-78,0.7363,0.5166,191.25
8-Sep-78,0.7386,0.5156,192.7
11-Sep-78,0.7401,0.5156,192.05
12-Sep-78,0.7381,0.5142,191.47
13-Sep-78,0.7334,0.5101,190.07
14-Sep-78,0.7357,0.5105,191.4
15-Sep-78,0.7337,0.5099,189.6
18-Sep-78,0.7342,0.5107,190.55
19-Sep-78,0.7333,0.5092,190.15
20-Sep-78,0.7298,0.5052,188.87
21-Sep-78,0.7269,0.5042,187.7
22-Sep-78,0.7281,0.5074,188.32
25-Sep-78,0.7248,0.5058,187.52
26-Sep-78,0.7263,0.5078,189.3
27-Sep-78,0.7243,0.5077,189.42
28-Sep-78,0.7235,0.507,189.12
29-Sep-78,0.722,0.5066,188.8
2-Oct-78,0.7212,0.5074,188.85
3-Oct-78,0.716,0.5065,187.6
4-Oct-78,0.7118,0.5046,186.92
5-Oct-78,0.7107,0.5044,187.05
6-Oct-78,0.7123,0.5044,188.12
9-Oct-78,0.7124,0.5046,188.45
10-Oct-78,0.7106,0.5042,187.97
11-Oct-78,0.703,0.5016,185.52
12-Oct-78,0.7036,0.5031,186.5
13-Oct-78,0.7013,0.5042,186.12
16-Oct-78,0.7026,0.5031,184.25
17-Oct-78,0.6952,0.5005,181.6
18-Oct-78,0.694,0.501,182.17
19-Oct-78,0.6954,0.5015,183.25
20-Oct-78,0.688,0.4999,181.87
23-Oct-78,0.6856,0.4979,181.42
24-Oct-78,0.686,0.4978,182.07
25-Oct-78,0.6785,0.4933,179.65
26-Oct-78,0.6709,0.4846,178.8
27-Oct-78,0.6698,0.4847,178.97
30-Oct-78,0.6579,0.4772,177.3
31-Oct-78,0.6615,0.4793,177.6
1-Nov-78,0.6957,0.5009,186.25
2-Nov-78,0.7054,0.5034,187.85
3-Nov-78,0.7119,0.5031,188.6
6-Nov-78,0.7154,0.5057,190.27
7-Nov-78,0.7145,0.5065,188.95
8-Nov-78,0.7088,0.5072,187.47
9-Nov-78,0.7094,0.5067,187.52
10-Nov-78,0.7115,0.509,188.82
13-Nov-78,0.7082,0.5087,188.67
14-Nov-78,0.7118,0.5073,188.75
15-Nov-78,0.7141,0.5081,190.42
16-Nov-78,0.72,0.5117,194.02
17-Nov-78,0.7237,0.5151,194.9
20-Nov-78,0.7289,0.518,195.27
21-Nov-78,0.725,0.5137,193.75
22-Nov-78,0.7257,0.5137,194.4
23-Nov-78,0.7241,0.5132,194.05
24-Nov-78,0.7257,0.5156,194.55
27-Nov-78,0.7281,0.5161,196.82
28-Nov-78,0.7267,0.514,196.82
29-Nov-78,0.7246,0.5126,196.4
30-Nov-78,0.7265,0.5143,199.1
1-Dec-78,0.726,0.5165,198.07
4-Dec-78,0.7259,0.5153,198.07
5-Dec-78,0.7247,0.5124,197.4
6-Dec-78,0.7237,0.5121,196.92
7-Dec-78,0.7243,0.5127,198.87
8-Dec-78,0.7225,0.5114,198.17
11-Dec-78,0.7184,0.5059,196.02
12-Dec-78,0.7198,0.5066,196.32
13-Dec-78,0.7211,0.5074,196.72
14-Dec-78,0.7178,0.5063,195.52
15-Dec-78,0.7161,0.5051,195.62
18-Dec-78,0.7038,0.4981,192.9
19-Dec-78,0.6973,0.4968,192.92
20-Dec-78,0.6966,0.4971,194.25
21-Dec-78,0.7047,0.5004,194.7
22-Dec-78,0.7036,0.4986,194.2
27-Dec-78,0.6927,0.4916,194.52
28-Dec-78,0.6956,0.4927,193.8
29-Dec-78,0.6918,0.49,194.2
2-Jan-79,0.6895,0.4896,193.92
3-Jan-79,0.7013,0.4962,196.9
4-Jan-79,0.7017,0.4965,196.65
5-Jan-79,0.7002,0.4955,196.6
8-Jan-79,0.6977,0.4939,195.67
9-Jan-79,0.6979,0.4941,195.7
10-Jan-79,0.7016,0.4987,196.8
11-Jan-79,0.7028,0.4994,197.5
12-Jan-79,0.7046,0.5018,197.77
15-Jan-79,0.7046,0.5014,197.67
16-Jan-79,0.7016,0.5,197.32
17-Jan-79,0.6995,0.4983,196.92
18-Jan-79,0.6967,0.4979,196.75
19-Jan-79,0.6991,0.4992,198.32
22-Jan-79,0.6993,0.5005,197.72
23-Jan-79,0.7009,0.5011,197.9
24-Jan-79,0.6994,0.5003,197.55
25-Jan-79,0.7037,0.5021,199.32
26-Jan-79,0.7023,0.5016,199.47
29-Jan-79,0.7051,0.5013,200.05
30-Jan-79,0.7052,0.5011,200.43
31-Jan-79,0.7073,0.502,201.97
1-Feb-79,0.7125,0.505,203.22
2-Feb-79,0.7131,0.5052,201.52
5-Feb-79,0.7063,0.5029,199.85
6-Feb-79,0.7052,0.5016,199.37
7-Feb-79,0.6985,0.497,196.22
8-Feb-79,0.7006,0.4996,198.02
9-Feb-79,0.7004,0.4995,198.37
12-Feb-79,0.7016,0.4993,199.47
13-Feb-79,0.7044,0.5008,199.8
14-Feb-79,0.7037,0.4989,200.22
15-Feb-79,0.7027,0.4991,200.22
16-Feb-79,0.7032,0.4992,200.32
19-Feb-79,0.7038,0.4994,200.63
20-Feb-79,0.7037,0.4988,200.85
21-Feb-79,0.7042,0.498,201.75
22-Feb-79,0.7028,0.4977,201.3
23-Feb-79,0.7027,0.4974,201.5
26-Feb-79,0.7011,0.4948,201.85
27-Feb-79,0.7025,0.4946,202
28-Feb-79,0.7026,0.4943,202.35
1-Mar-79,0.7038,0.4943,203.59
2-Mar-79,0.7047,0.4946,205.12
5-Mar-79,0.7053,0.4946,204.6
6-Mar-79,0.7046,0.4938,204.32
7-Mar-79,0.7028,0.4918,203.87
8-Mar-79,0.7024,0.4891,203.95
9-Mar-79,0.7032,0.4908,204.75
12-Mar-79,0.7041,0.4888,205.7
13-Mar-79,0.7058,0.4897,208.42
14-Mar-79,0.7047,0.4904,207.33
15-Mar-79,0.7049,0.491,207.02
16-Mar-79,0.7062,0.4914,207.65
19-Mar-79,0.7058,0.4942,207.15
20-Mar-79,0.7054,0.492,207.07
21-Mar-79,0.7072,0.4926,207.21
22-Mar-79,0.7052,0.4915,205.72
23-Mar-79,0.7061,0.4911,205.65
26-Mar-79,0.704,0.4874,206.46
27-Mar-79,0.7053,0.4868,206.93
28-Mar-79,0.7051,0.4879,208.12
29-Mar-79,0.7064,0.4866,208.32
30-Mar-79,0.7063,0.4839,209.74
2-Apr-79,0.7101,0.4834,211.62
3-Apr-79,0.7104,0.4848,213.47
4-Apr-79,0.7103,0.4839,214.55
5-Apr-79,0.7112,0.4827,215.15
6-Apr-79,0.7131,0.4786,215.35
9-Apr-79,0.7166,0.4779,214.32
10-Apr-79,0.7159,0.4756,212.67
11-Apr-79,0.7142,0.4786,212.62
12-Apr-79,0.7176,0.4792,215.62
17-Apr-79,0.7174,0.4796,217.15
18-Apr-79,0.7153,0.4821,215.62
19-Apr-79,0.7133,0.4804,215.5
20-Apr-79,0.7178,0.484,218.3
23-Apr-79,0.7165,0.4838,217.72
24-Apr-79,0.7152,0.4837,218.02
25-Apr-79,0.7143,0.4892,218.22
26-Apr-79,0.7145,0.4895,217.98
27-Apr-79,0.7135,0.4865,219.67
30-Apr-79,0.7155,0.4834,221.62
1-May-79,0.7151,0.4854,224.17
2-May-79,0.716,0.4835,224.87
3-May-79,0.7161,0.4817,224.7
4-May-79,0.7163,0.4821,221.6
8-May-79,0.7153,0.484,215.1
9-May-79,0.7156,0.4844,213.07
10-May-79,0.7167,0.487,214.52
11-May-79,0.7168,0.4886,215
14-May-79,0.7175,0.4895,213.5
15-May-79,0.7194,0.4856,214.1
16-May-79,0.7194,0.4851,214.47
17-May-79,0.7212,0.4859,216.1
18-May-79,0.7245,0.4878,218.67
21-May-79,0.7254,0.4896,218.85
22-May-79,0.7249,0.4892,219.42
23-May-79,0.7246,0.4859,219.37
24-May-79,0.7229,0.487,218.5
25-May-79,0.7244,0.4877,219.82
29-May-79,0.726,0.4865,222.17
30-May-79,0.7236,0.4855,220.1
31-May-79,0.7213,0.4826,219.77
1-Jun-79,0.7238,0.4827,221.2
4-Jun-79,0.7225,0.481,221.2
5-Jun-79,0.7226,0.4806,220.7
6-Jun-79,0.7234,0.4822,220.25
7-Jun-79,0.7227,0.484,219.65
8-Jun-79,0.7222,0.4843,218
11-Jun-79,0.7225,0.484,218.82
12-Jun-79,0.7233,0.4792,219.57
13-Jun-79,0.7215,0.4745,220.07
14-Jun-79,0.721,0.4771,220.1
15-Jun-79,0.716,0.4754,219.4
18-Jun-79,0.7154,0.4743,219.8
19-Jun-79,0.7095,0.4729,218.7
20-Jun-79,0.7069,0.4692,218.82
21-Jun-79,0.7056,0.467,218.87
22-Jun-79,0.7028,0.4665,215.5
25-Jun-79,0.6985,0.4616,213.25
26-Jun-79,0.7023,0.4648,215.7
27-Jun-79,0.7004,0.4638,216.3
28-Jun-79,0.7004,0.4612,216.47
29-Jun-79,0.6997,0.4605,217.47
2-Jul-79,0.699,0.4566,218.22
3-Jul-79,0.6998,0.4545,218.57
4-Jul-79,0.6968,0.4497,216.72
5-Jul-79,0.6947,0.4476,216.65
6-Jul-79,0.6966,0.4508,217.2
9-Jul-79,0.6987,0.4537,217.22
10-Jul-79,0.6974,0.4499,217.57
11-Jul-79,0.6941,0.4471,217.22
12-Jul-79,0.6947,0.4482,217.15
13-Jul-79,0.6957,0.4495,217.47
16-Jul-79,0.6925,0.4461,216.9
17-Jul-79,0.6888,0.4399,216.25
18-Jul-79,0.6863,0.4385,213.42
19-Jul-79,0.6868,0.4347,215.05
20-Jul-79,0.6915,0.4397,217.02
23-Jul-79,0.6886,0.4343,215.5
24-Jul-79,0.6879,0.4304,214.55
25-Jul-79,0.69,0.431,215.2
26-Jul-79,0.6918,0.4294,215.02
27-Jul-79,0.6913,0.4321,215.25
30-Jul-79,0.6942,0.4315,217.2
31-Jul-79,0.696,0.4426,216.77
1-Aug-79,0.694,0.4399,216.05
2-Aug-79,0.6937,0.441,216.55
3-Aug-79,0.6955,0.4403,216.85
6-Aug-79,0.6941,0.4452,216.37
7-Aug-79,0.6939,0.4519,216.4
8-Aug-79,0.694,0.4513,216.52
9-Aug-79,0.6921,0.4471,216
10-Aug-79,0.6919,0.4445,215.98
13-Aug-79,0.693,0.4473,216.55
14-Aug-79,0.6949,0.4477,216.77
15-Aug-79,0.6952,0.448,216.9
16-Aug-79,0.6933,0.4491,217.02
17-Aug-79,0.6955,0.4512,217.32
20-Aug-79,0.6951,0.4497,217.35
21-Aug-79,0.6951,0.452,217.65
22-Aug-79,0.6946,0.4508,219.45
23-Aug-79,0.6945,0.4492,219.15
24-Aug-79,0.6937,0.4477,219.22
28-Aug-79,0.6948,0.4442,220.5
29-Aug-79,0.6949,0.4433,221.8
30-Aug-79,0.6926,0.4441,219.72
31-Aug-79,0.6933,0.4436,220.6
3-Sep-79,0.6931,0.4447,221.17
4-Sep-79,0.6929,0.4469,220.95
5-Sep-79,0.6919,0.4459,221.38
6-Sep-79,0.6894,0.4451,220.95
7-Sep-79,0.6885,0.4445,220.9
10-Sep-79,0.6866,0.4451,220.57
11-Sep-79,0.6885,0.4461,221.4
12-Sep-79,0.6879,0.4506,222.16
13-Sep-79,0.689,0.453,223.43
14-Sep-79,0.6894,0.4593,223.42
17-Sep-79,0.689,0.4655,223.42
18-Sep-79,0.6881,0.4632,223.48
19-Sep-79,0.6878,0.4664,223.55
20-Sep-79,0.6763,0.462,219.7
21-Sep-79,0.6761,0.462,222.4
24-Sep-79,0.6768,0.4641,222.85
25-Sep-79,0.6773,0.4633,222.78
26-Sep-79,0.6774,0.4588,222.81
27-Sep-79,0.6698,0.4539,223.07
28-Sep-79,0.6688,0.4541,224.4
1-Oct-79,0.6681,0.4567,225.32
2-Oct-79,0.673,0.4563,225.35
3-Oct-79,0.6736,0.4575,224.27
4-Oct-79,0.6763,0.4568,223.07
5-Oct-79,0.6757,0.4584,223.97
8-Oct-79,0.6879,0.4662,225.72
9-Oct-79,0.6898,0.465,225.92
10-Oct-79,0.6839,0.4617,225.7
11-Oct-79,0.6827,0.462,226.03
12-Oct-79,0.6862,0.4624,227.5
15-Oct-79,0.687,0.4635,229.23
16-Oct-79,0.6884,0.4642,231.92
17-Oct-79,0.6886,0.4657,234.3
18-Oct-79,0.6883,0.4649,232.11
19-Oct-79,0.6881,0.4641,230.65
22-Oct-79,0.6892,0.4648,233.33
23-Oct-79,0.6917,0.4733,235.5
24-Oct-79,0.6893,0.4733,234.17
25-Oct-79,0.6893,0.4731,233.7
26-Oct-79,0.6906,0.4754,234.4
29-Oct-79,0.693,0.4766,235.85
30-Oct-79,0.692,0.4834,238.22
31-Oct-79,0.6907,0.4806,237.75
1-Nov-79,0.689,0.4803,237.85
2-Nov-79,0.6881,0.4839,234.92
5-Nov-79,0.6863,0.4844,236.77
6-Nov-79,0.6898,0.482,238.32
7-Nov-79,0.6858,0.4775,240.25
8-Nov-79,0.6872,0.4774,241.32
9-Nov-79,0.6881,0.4779,243.07
12-Nov-79,0.6894,0.4747,247.3
13-Nov-79,0.6891,0.4749,247.37
14-Nov-79,0.6847,0.4746,243.2
15-Nov-79,0.6848,0.4669,246.3
16-Nov-79,0.6821,0.4621,245.9
19-Nov-79,0.68,0.4582,244.52
20-Nov-79,0.6787,0.4624,245.92
21-Nov-79,0.6759,0.4593,248.17
22-Nov-79,0.6776,0.4601,248.7
23-Nov-79,0.6778,0.463,248.62
26-Nov-79,0.6749,0.4631,250.75
27-Nov-79,0.676,0.4627,249.22
28-Nov-79,0.674,0.4613,249.15
29-Nov-79,0.6716,0.4579,248.85
30-Nov-79,0.668,0.455,249.42
3-Dec-79,0.6608,0.4519,248.8
4-Dec-79,0.6659,0.4546,248.25
5-Dec-79,0.673,0.4595,246.07
6-Dec-79,0.6705,0.4567,243.15
7-Dec-79,0.6743,0.4597,240
10-Dec-79,0.6744,0.4609,233.1
11-Dec-79,0.6697,0.457,233.1
12-Dec-79,0.6689,0.4555,238.2
13-Dec-79,0.6682,0.4538,240.05
14-Dec-79,0.6707,0.455,242.45
17-Dec-79,0.6691,0.4543,238.6
18-Dec-79,0.6681,0.455,239.4
19-Dec-79,0.6668,0.4536,239
20-Dec-79,0.6672,0.4543,236.45
21-Dec-79,0.6685,0.4552,238.6
24-Dec-79,0.6661,0.4529,238.5
27-Dec-79,0.6634,0.4466,239.45
28-Dec-79,0.6633,0.4487,240.12
31-Dec-79,0.6631,0.4494,239.65
2-Jan-80,0.6601,0.4478,238.4
3-Jan-80,0.6589,0.4457,237.88
4-Jan-80,0.661,0.447,235.6
7-Jan-80,0.6593,0.4423,232
8-Jan-80,0.6619,0.4429,234.62
9-Jan-80,0.6596,0.4409,234.72
10-Jan-80,0.6608,0.4428,235.6
11-Jan-80,0.6619,0.443,235.9
14-Jan-80,0.6618,0.4405,236.05
15-Jan-80,0.6646,0.4386,239.62
16-Jan-80,0.6634,0.4391,237.5
17-Jan-80,0.6634,0.4402,239.6
18-Jan-80,0.663,0.4383,239.6
21-Jan-80,0.6643,0.437,241.1
22-Jan-80,0.6664,0.4393,239.77
23-Jan-80,0.6651,0.4389,236.57
24-Jan-80,0.6655,0.438,238.85
25-Jan-80,0.6665,0.4396,239.55
