"Date","Spot exchange rate, Japanese Yen into US $                          XUDLJYD"
"14 Aug 97","117.88"
"13 Aug 97","115.65"
"12 Aug 97","115.98"
"11 Aug 97","115.75"
"08 Aug 97","115.85"
"07 Aug 97","118.51"
"06 Aug 97","118.91"
"05 Aug 97","119.13"
"04 Aug 97","118.22"
"01 Aug 97","117.88"
"31 Jul 97","118.45"
"30 Jul 97","118.28"
"29 Jul 97","117.73"
"28 Jul 97","117.63"
"25 Jul 97","116.7"
"24 Jul 97","115.92"
"23 Jul 97","115.82"
"22 Jul 97","115.62"
"21 Jul 97","115.81"
"18 Jul 97","115.55"
"17 Jul 97","116.08"
"16 Jul 97","116.08"
"15 Jul 97","115.5"
"14 Jul 97","113.82"
"11 Jul 97","113.66"
"10 Jul 97","113.1"
"09 Jul 97","112.77"
"08 Jul 97","112.57"
"07 Jul 97","112.38"
"04 Jul 97","113.72"
"03 Jul 97","113.52"
"02 Jul 97","114.43"
"01 Jul 97","114.78"
"30 Jun 97","114.49"
"27 Jun 97","114.5"
"26 Jun 97","113.69"
"25 Jun 97","113.93"
"24 Jun 97","114.85"
"23 Jun 97","115.43"
"20 Jun 97","114.64"
"19 Jun 97","113.9"
"18 Jun 97","113.18"
"17 Jun 97","113.39"
"16 Jun 97","113.44"
"13 Jun 97","114.77"
"12 Jun 97","113.91"
"11 Jun 97","111.29"
"10 Jun 97","112.71"
"09 Jun 97","112.75"
"06 Jun 97","115.37"
"05 Jun 97","115.57"
"04 Jun 97","116.15"
"03 Jun 97","116.11"
"02 Jun 97","116.51"
"30 May 97","116.3"
"29 May 97","116.03"
"28 May 97","115.47"
"27 May 97","116.57"
"23 May 97","115.41"
"22 May 97","115.95"
"21 May 97","114.21"
"20 May 97","113.68"
"19 May 97","116.18"
"16 May 97","115.25"
"15 May 97","116.14"
"14 May 97","118.25"
"13 May 97","119.06"
"12 May 97","118.5"
"09 May 97","121.7"
"08 May 97","123.72"
"07 May 97","124.84"
"06 May 97","125.42"
"02 May 97","126.67"
"01 May 97","126.3"
"30 Apr 97","126.96"
"29 Apr 97","126.78"
"28 Apr 97","126.56"
"25 Apr 97","126.05"
"24 Apr 97","126.11"
"23 Apr 97","126.1"
"22 Apr 97","126.18"
"21 Apr 97","125.57"
"18 Apr 97","125.96"
"17 Apr 97","125.93"
"16 Apr 97","125.78"
"15 Apr 97","126.37"
"14 Apr 97","126.38"
"11 Apr 97","126.12"
"10 Apr 97","126.08"
"09 Apr 97","126.55"
"08 Apr 97","126.1"
"07 Apr 97","125.77"
"04 Apr 97","124.14"
"03 Apr 97","122.77"
"02 Apr 97","122.48"
"01 Apr 97","123.03"
"27 Mar 97","123.62"
"26 Mar 97","124"
"25 Mar 97","123.87"
"24 Mar 97","122.79"
"21 Mar 97","122.37"
"20 Mar 97","123.38"
"19 Mar 97","122.78"
"18 Mar 97","122.62"
"17 Mar 97","123.68"
"14 Mar 97","123.37"
"13 Mar 97","122.77"
"12 Mar 97","122.59"
"11 Mar 97","121.84"
"10 Mar 97","121.64"
"07 Mar 97","121.92"
"06 Mar 97","121.58"
"05 Mar 97","121.4"
"04 Mar 97","121.86"
"03 Mar 97","120.79"
"28 Feb 97","120.8"
"27 Feb 97","120.87"
"26 Feb 97","122.07"
"25 Feb 97","122.03"
"24 Feb 97","121.96"
"21 Feb 97","122.85"
"20 Feb 97","123.07"
"19 Feb 97","124.1"
"18 Feb 97","124.01"
"17 Feb 97","124.45"
"14 Feb 97","124.21"
"13 Feb 97","124.58"
"12 Feb 97","123.85"
"11 Feb 97","123"
"10 Feb 97","122.81"
"07 Feb 97","124.57"
"06 Feb 97","123.51"
"05 Feb 97","123.36"
"04 Feb 97","122.19"
"03 Feb 97","121.72"
"31 Jan 97","121.33"
"30 Jan 97","121.74"
"29 Jan 97","121.87"
"28 Jan 97","121.14"
"27 Jan 97","119.36"
"24 Jan 97","118.88"
"23 Jan 97","119.48"
"22 Jan 97","118.88"
"21 Jan 97","117.84"
"20 Jan 97","117.88"
"17 Jan 97","117.16"
"16 Jan 97","116.38"
"15 Jan 97","117.1"
"14 Jan 97","116.83"
"13 Jan 97","116.32"
"10 Jan 97","115.95"
"09 Jan 97","116.14"
"08 Jan 97","115.78"
"07 Jan 97","115.28"
"06 Jan 97","115.73"
"03 Jan 97","116.28"
"02 Jan 97","115.67"
"31 Dec 96","116.05"
"30 Dec 96","115.9"
"27 Dec 96","115.53"
"24 Dec 96","114.41"
"23 Dec 96","113.96"
"20 Dec 96","114.2"
"19 Dec 96","114.03"
"18 Dec 96","113.66"
"17 Dec 96","113.77"
"16 Dec 96","114.19"
"13 Dec 96","113.94"
"12 Dec 96","113.39"
"11 Dec 96","112.88"
"10 Dec 96","113.35"
"09 Dec 96","113.32"
"06 Dec 96","112.72"
"05 Dec 96","112.52"
"04 Dec 96","113.16"
"03 Dec 96","113.73"
"02 Dec 96","113.8"
"29 Nov 96","113.82"
"28 Nov 96","113.67"
"27 Nov 96","113.26"
"26 Nov 96","112.76"
"25 Nov 96","112.5"
"22 Nov 96","111.26"
"21 Nov 96","111.36"
"20 Nov 96","111.15"
"19 Nov 96","111.35"
"18 Nov 96","111.42"
"15 Nov 96","111.1"
"14 Nov 96","111.35"
"13 Nov 96","111.55"
"12 Nov 96","111.3"
"11 Nov 96","111.21"
"08 Nov 96","111.5"
"07 Nov 96","111.57"
"06 Nov 96","113.86"
"05 Nov 96","114.03"
"04 Nov 96","113.75"
"01 Nov 96","113.59"
"31 Oct 96","113.75"
"30 Oct 96","113.84"
"29 Oct 96","114.08"
"28 Oct 96","114.28"
"25 Oct 96","113.4"
"24 Oct 96","112.89"
"23 Oct 96","113.03"
"22 Oct 96","112.88"
"21 Oct 96","112.73"
"18 Oct 96","112.56"
"17 Oct 96","112.17"
"16 Oct 96","112.13"
"15 Oct 96","112.32"
"14 Oct 96","111.68"
"11 Oct 96","111.6"
"10 Oct 96","111.27"
"09 Oct 96","111.57"
"08 Oct 96","111.27"
"07 Oct 96","111.27"
"04 Oct 96","111.55"
"03 Oct 96","111.48"
"02 Oct 96","111.75"
"01 Oct 96","111.29"
"30 Sep 96","111.36"
"27 Sep 96","110.8"
"26 Sep 96","110.36"
"25 Sep 96","110.3"
"24 Sep 96","109.77"
"23 Sep 96","109.83"
"20 Sep 96","109.79"
"19 Sep 96","109.27"
"18 Sep 96","109.07"
"17 Sep 96","110.2"
"16 Sep 96","110.37"
"13 Sep 96","110.41"
"12 Sep 96","110.04"
"11 Sep 96","110.27"
"10 Sep 96","109.9"
"09 Sep 96","109.09"
"06 Sep 96","109.3"
"05 Sep 96","109.12"
"04 Sep 96","108.67"
"03 Sep 96","109.28"
"02 Sep 96","109.18"
"30 Aug 96","108.62"
"29 Aug 96","108.4"
"28 Aug 96","108.42"
"27 Aug 96","107.94"
"23 Aug 96","108.48"
"22 Aug 96","108.44"
"21 Aug 96","108.3"
"20 Aug 96","108.32"
"19 Aug 96","107.94"
"16 Aug 96","107.9"
"15 Aug 96","107.91"
"14 Aug 96","107.79"
"13 Aug 96","107.61"
"12 Aug 96","107.59"
"09 Aug 96","108.11"
"08 Aug 96","108.17"
"07 Aug 96","107.76"
"06 Aug 96","106.92"
"05 Aug 96","106.64"
"02 Aug 96","106.91"
"01 Aug 96","106.75"
"31 Jul 96","106.78"
"30 Jul 96","107.92"
"29 Jul 96","108.25"
"26 Jul 96","108.28"
"25 Jul 96","108.23"
"24 Jul 96","107.99"
"23 Jul 96","107.97"
"22 Jul 96","107.69"
"19 Jul 96","108.2"
"18 Jul 96","108.75"
"17 Jul 96","108.73"
"16 Jul 96","109.24"
"15 Jul 96","110.36"
"12 Jul 96","110.63"
"11 Jul 96","110.24"
"10 Jul 96","110.13"
"09 Jul 96","110.23"
"08 Jul 96","110.83"
"05 Jul 96","110.87"
"04 Jul 96","110.38"
"03 Jul 96","110.58"
"02 Jul 96","110.15"
"01 Jul 96","109.6"
"28 Jun 96","109.67"
"27 Jun 96","109.32"
"26 Jun 96","109.49"
"25 Jun 96","109.05"
"24 Jun 96","109.1"
"21 Jun 96","108.96"
"20 Jun 96","108.21"
"19 Jun 96","108.12"
"18 Jun 96","107.97"
"17 Jun 96","108.82"
"14 Jun 96","108.73"
"13 Jun 96","109.13"
"12 Jun 96","109.48"
"11 Jun 96","109.45"
"10 Jun 96","109.06"
"07 Jun 96","109.07"
"06 Jun 96","109.19"
"05 Jun 96","108.82"
"04 Jun 96","109"
"03 Jun 96","108.3"
"31 May 96","107.99"
"30 May 96","107.58"
"29 May 96","108.74"
"28 May 96","108.62"
"24 May 96","107.73"
"23 May 96","106.74"
"22 May 96","106.89"
"21 May 96","107.06"
"20 May 96","107.16"
"17 May 96","106.64"
"16 May 96","106.69"
"15 May 96","106.8"
"14 May 96","105.83"
"13 May 96","104.94"
"10 May 96","105.43"
"09 May 96","104.77"
"08 May 96","105.18"
"07 May 96","104.98"
"03 May 96","104.72"
"02 May 96","104.68"
"01 May 96","105.12"
"30 Apr 96","104.81"
"29 Apr 96","104.54"
"26 Apr 96","105.71"
"25 Apr 96","106.49"
"24 Apr 96","106.76"
"23 Apr 96","106.46"
"22 Apr 96","106.63"
"19 Apr 96","107.02"
"18 Apr 96","107.51"
"17 Apr 96","108.25"
"16 Apr 96","108.12"
"15 Apr 96","108.36"
"12 Apr 96","108.69"
"11 Apr 96","108.49"
"10 Apr 96","108.49"
"09 Apr 96","108.27"
"04 Apr 96","106.97"
"03 Apr 96","106.85"
"02 Apr 96","107.4"
"01 Apr 96","107.53"
"29 Mar 96","106.83"
"28 Mar 96","106.44"
"27 Mar 96","106.72"
"26 Mar 96","106.27"
"25 Mar 96","106.12"
"22 Mar 96","106.76"
"21 Mar 96","106.55"
"20 Mar 96","106.55"
"19 Mar 96","106.34"
"18 Mar 96","106.02"
"15 Mar 96","105.92"
"14 Mar 96","105.34"
"13 Mar 96","105.29"
"12 Mar 96","105.63"
"11 Mar 96","105.35"
"08 Mar 96","105.85"
"07 Mar 96","105.31"
"06 Mar 96","105.31"
"05 Mar 96","105.1"
"04 Mar 96","105.15"
"01 Mar 96","105.47"
"29 Feb 96","105.13"
"28 Feb 96","104.42"
"27 Feb 96","104.5"
"26 Feb 96","104.26"
"23 Feb 96","104.83"
"22 Feb 96","105.01"
"21 Feb 96","105.18"
"20 Feb 96","106.13"
"19 Feb 96","104"
"16 Feb 96","105.3"
"15 Feb 96","106.12"
"14 Feb 96","106.78"
"13 Feb 96","106.94"
"12 Feb 96","106.56"
"09 Feb 96","106.97"
"08 Feb 96","106.88"
"07 Feb 96","106.03"
"06 Feb 96","105.51"
"05 Feb 96","105.12"
"02 Feb 96","106.65"
"01 Feb 96","107.09"
"31 Jan 96","106.92"
"30 Jan 96","107.3"
"29 Jan 96","106.58"
"26 Jan 96","106.68"
"25 Jan 96","106.5"
"24 Jan 96","106.77"
"23 Jan 96","105.8"
"22 Jan 96","105.76"
"19 Jan 96","105.38"
"18 Jan 96","105.28"
"17 Jan 96","105.52"
"16 Jan 96","105.68"
"15 Jan 96","105.24"
"12 Jan 96","105.12"
"11 Jan 96","104.64"
"10 Jan 96","104.94"
"09 Jan 96","105.17"
"08 Jan 96","105.24"
"05 Jan 96","104.85"
"04 Jan 96","106.05"
"03 Jan 96","104.34"
"02 Jan 96","103.97"
"29 Dec 95","103.08"
"28 Dec 95","102.55"
"27 Dec 95","102.77"
"22 Dec 95","102.49"
"21 Dec 95","101.84"
"20 Dec 95","101.95"
"19 Dec 95","101.75"
"18 Dec 95","101.59"
"15 Dec 95","102.08"
"14 Dec 95","101.5"
"13 Dec 95","101.65"
"12 Dec 95","101.81"
"11 Dec 95","101.05"
"08 Dec 95","101.21"
"07 Dec 95","101.2"
"06 Dec 95","101.35"
"05 Dec 95","101.43"
"04 Dec 95","101.05"
"01 Dec 95","101.32"
"30 Nov 95","101.55"
"29 Nov 95","101.55"
"28 Nov 95","101.29"
"27 Nov 95","101.89"
"24 Nov 95","101.29"
"23 Nov 95","100.66"
"22 Nov 95","101.02"
"21 Nov 95","101.34"
"20 Nov 95","101.32"
"17 Nov 95","102.15"
"16 Nov 95","102.25"
"15 Nov 95","101.14"
"14 Nov 95","101.54"
"13 Nov 95","101.75"
"10 Nov 95","100.7"
"09 Nov 95","101.45"
"08 Nov 95","102.36"
"07 Nov 95","102.97"
"06 Nov 95","102.88"
"03 Nov 95","103.65"
"02 Nov 95","103.63"
"01 Nov 95","103.05"
"31 Oct 95","102.13"
"30 Oct 95","101.6"
"27 Oct 95","101.68"
"26 Oct 95","101.81"
"25 Oct 95","101.32"
"24 Oct 95","100.16"
"23 Oct 95","99.73"
"20 Oct 95","100.07"
"19 Oct 95","100.63"
"18 Oct 95","100.71"
"17 Oct 95","100.33"
"16 Oct 95","100.38"
"13 Oct 95","100.68"
"12 Oct 95","100.27"
"11 Oct 95","100.86"
"10 Oct 95","100.47"
"09 Oct 95","100.25"
"06 Oct 95","100.7"
"05 Oct 95","100.49"
"04 Oct 95","101.05"
"03 Oct 95","101.34"
"02 Oct 95","100.47"
"29 Sep 95","98.71"
"28 Sep 95","99.5"
"27 Sep 95","100"
"26 Sep 95","101.17"
"25 Sep 95","99.62"
"22 Sep 95","98.77"
"21 Sep 95","100.47"
"20 Sep 95","102.98"
"19 Sep 95","104.21"
"18 Sep 95","103.7"
"15 Sep 95","103.67"
"14 Sep 95","102.55"
"13 Sep 95","102.5"
"12 Sep 95","100.78"
"11 Sep 95","99.51"
"08 Sep 95","99.74"
"07 Sep 95","98.42"
"06 Sep 95","98.72"
"05 Sep 95","97.78"
"04 Sep 95","97.72"
"01 Sep 95","97.41"
"31 Aug 95","97.95"
"30 Aug 95","98.82"
"29 Aug 95","97.69"
"25 Aug 95","96.64"
"24 Aug 95","96.65"
"23 Aug 95","96.31"
"22 Aug 95","96.61"
"21 Aug 95","96.71"
"18 Aug 95","96.93"
"17 Aug 95","97.91"
"16 Aug 95","97.7"
"15 Aug 95","96.77"
"14 Aug 95","93.53"
"11 Aug 95","93.72"
"10 Aug 95","92.83"
"09 Aug 95","91.62"
"08 Aug 95","91.65"
"07 Aug 95","91.12"
"04 Aug 95","91.16"
"03 Aug 95","90.49"
"02 Aug 95","90.72"
"01 Aug 95","88.27"
"31 Jul 95","88.01"
"28 Jul 95","88.19"
"27 Jul 95","88.12"
"26 Jul 95","87.77"
"25 Jul 95","87.84"
"24 Jul 95","87.48"
"21 Jul 95","88.67"
"20 Jul 95","87.75"
"19 Jul 95","87.72"
"18 Jul 95","88.33"
"17 Jul 95","88.88"
"14 Jul 95","87.74"
"13 Jul 95","87.54"
"12 Jul 95","87.57"
"11 Jul 95","87.39"
"10 Jul 95","87.26"
"07 Jul 95","86.77"
"06 Jul 95","85.24"
"05 Jul 95","84.96"
"04 Jul 95","84.75"
"03 Jul 95","84.65"
"30 Jun 95","84.93"
"29 Jun 95","85.12"
"28 Jun 95","84.4"
"27 Jun 95","84.14"
"26 Jun 95","84.4"
"23 Jun 95","84.42"
"22 Jun 95","84.24"
"21 Jun 95","84.35"
"20 Jun 95","84.53"
"19 Jun 95","84.52"
"16 Jun 95","84.51"
"15 Jun 95","84.8"
"14 Jun 95","84.27"
"13 Jun 95","84.12"
"12 Jun 95","84.11"
"09 Jun 95","84.33"
"08 Jun 95","85.09"
"07 Jun 95","84.33"
"06 Jun 95","85.16"
"05 Jun 95","84.63"
"02 Jun 95","84.15"
"01 Jun 95","85.12"
"31 May 95","84.7"
"30 May 95","83.05"
"26 May 95","83.07"
"25 May 95","85.05"
"24 May 95","87.15"
"23 May 95","87.07"
"22 May 95","87.72"
"19 May 95","86.8"
"18 May 95","87.6"
"17 May 95","86.62"
"16 May 95","86.4"
"15 May 95","86.83"
"12 May 95","86.78"
"11 May 95","85.45"
"10 May 95","83.55"
"09 May 95","82.95"
"05 May 95","84.18"
"04 May 95","83.55"
"03 May 95","83.25"
"02 May 95","83.28"
"01 May 95","83.65"
"28 Apr 95","84"
"27 Apr 95","83.6"
"26 Apr 95","84.15"
"25 Apr 95","81.65"
"24 Apr 95","83.35"
"21 Apr 95","82.8"
"20 Apr 95","82.7"
"19 Apr 95","81.07"
"18 Apr 95","81.52"
"13 Apr 95","83.47"
"12 Apr 95","84.07"
"11 Apr 95","83.62"
"10 Apr 95","83.1"
"07 Apr 95","84.22"
"06 Apr 95","85.37"
"05 Apr 95","86.47"
"04 Apr 95","86.5"
"03 Apr 95","86.18"
"31 Mar 95","86.38"
"30 Mar 95","89.6"
"29 Mar 95","88.12"
"28 Mar 95","89.28"
"27 Mar 95","89.33"
"24 Mar 95","88.73"
"23 Mar 95","88.15"
"22 Mar 95","88.93"
"21 Mar 95","89.25"
"20 Mar 95","89.35"
"17 Mar 95","89.25"
"16 Mar 95","89.6"
"15 Mar 95","89.77"
"14 Mar 95","91.2"
"13 Mar 95","90.27"
"10 Mar 95","91.23"
"09 Mar 95","90.37"
"08 Mar 95","90.6"
"07 Mar 95","91.67"
"06 Mar 95","92.88"
"03 Mar 95","94.15"
"02 Mar 95","96.23"
"01 Mar 95","96.8"
"28 Feb 95","96.72"
"27 Feb 95","96.7"
"24 Feb 95","97.27"
"23 Feb 95","96.8"
"22 Feb 95","96.95"
"21 Feb 95","97.42"
"20 Feb 95","96.9"
"17 Feb 95","97.5"
"16 Feb 95","97.55"
"15 Feb 95","98.45"
"14 Feb 95","98.63"
"13 Feb 95","98.55"
"10 Feb 95","98.93"
"09 Feb 95","98.85"
"08 Feb 95","98.85"
"07 Feb 95","99.35"
"06 Feb 95","99.35"
"03 Feb 95","99.68"
"02 Feb 95","99.55"
"01 Feb 95","99.4"
"31 Jan 95","99"
"30 Jan 95","98.57"
"27 Jan 95","99.1"
"26 Jan 95","99.33"
"25 Jan 95","99.68"
"24 Jan 95","99.72"
"23 Jan 95","99.77"
"20 Jan 95","99.2"
"19 Jan 95","99.67"
"18 Jan 95","99.4"
"17 Jan 95","99.07"
"16 Jan 95","98.12"
"13 Jan 95","98.52"
"12 Jan 95","99"
"11 Jan 95","99.85"
"10 Jan 95","100.25"
"09 Jan 95","100.78"
"06 Jan 95","101.3"
"05 Jan 95","101.02"
"04 Jan 95","101.28"
"03 Jan 95","100.352"
"30 Dec 94","99.72"
"29 Dec 94","99.67"
"28 Dec 94","100.37"
"23 Dec 94","100.2"
"22 Dec 94","100.47"
"21 Dec 94","100.15"
"20 Dec 94","100.3"
"19 Dec 94","100.15"
"16 Dec 94","100.15"
"15 Dec 94","100.3"
"14 Dec 94","100.27"
"13 Dec 94","100.37"
"12 Dec 94","99.87"
"09 Dec 94","100.15"
"08 Dec 94","100.47"
"07 Dec 94","100.18"
"06 Dec 94","100.22"
"05 Dec 94","100.35"
"02 Dec 94","100.4"
"01 Dec 94","99.35"
"30 Nov 94","98.95"
"29 Nov 94","98.68"
"28 Nov 94","98.58"
"25 Nov 94","98.78"
"24 Nov 94","98.4"
"23 Nov 94","98.35"
"22 Nov 94","98.08"
"21 Nov 94","98.35"
"18 Nov 94","98.53"
"17 Nov 94","98.13"
"16 Nov 94","98.38"
"15 Nov 94","98.23"
"14 Nov 94","98.43"
"11 Nov 94","97.5"
"10 Nov 94","98.05"
"09 Nov 94","97.8"
"08 Nov 94","97.03"
"07 Nov 94","97.3"
"04 Nov 94","97.87"
"03 Nov 94","97.65"
"02 Nov 94","96.2"
"01 Nov 94","96.75"
"31 Oct 94","96.97"
"28 Oct 94","97.35"
"27 Oct 94","96.9"
"26 Oct 94","97.05"
"25 Oct 94","96.83"
"24 Oct 94","97.2"
"21 Oct 94","96.98"
"20 Oct 94","97.35"
"19 Oct 94","97.15"
"18 Oct 94","97.72"
"17 Oct 94","97.85"
"14 Oct 94","98.17"
"13 Oct 94","99.9"
"12 Oct 94","99.88"
"11 Oct 94","100.32"
"10 Oct 94","100.55"
"07 Oct 94","100.2"
"06 Oct 94","99.7"
"05 Oct 94","99.45"
"04 Oct 94","99.72"
"03 Oct 94","99.8"
"30 Sep 94","98.95"
"29 Sep 94","98.5"
"28 Sep 94","98.7"
"27 Sep 94","98.1"
"26 Sep 94","98.7"
"23 Sep 94","97.7"
"22 Sep 94","98.08"
"21 Sep 94","97.7"
"20 Sep 94","97.75"
"19 Sep 94","98.75"
"16 Sep 94","98.85"
"15 Sep 94","99.37"
"14 Sep 94","98.87"
"13 Sep 94","99.02"
"12 Sep 94","98.95"
"09 Sep 94","99.27"
"08 Sep 94","99.4"
"07 Sep 94","99.03"
"06 Sep 94","98.65"
"05 Sep 94","99.22"
"02 Sep 94","99.3"
"01 Sep 94","99.62"
"31 Aug 94","100.17"
"30 Aug 94","99.75"
"26 Aug 94","100.29"
"25 Aug 94","99.73"
"24 Aug 94","98.47"
"23 Aug 94","98.44"
"22 Aug 94","97.96"
"19 Aug 94","98.45"
"18 Aug 94","98.98"
"17 Aug 94","100.25"
"16 Aug 94","100.42"
"15 Aug 94","100.25"
"12 Aug 94","100"
"11 Aug 94","101.1"
"10 Aug 94","101.15"
"09 Aug 94","101.18"
"08 Aug 94","101.35"
"05 Aug 94","100.45"
"04 Aug 94","100.2"
"03 Aug 94","100.18"
"02 Aug 94","100.4"
"01 Aug 94","98.85"
"29 Jul 94","100.17"
"28 Jul 94","99.02"
"27 Jul 94","97.99"
"26 Jul 94","98.02"
"25 Jul 94","98.78"
"22 Jul 94","98.47"
"21 Jul 94","98.65"
"20 Jul 94","98.72"
"19 Jul 94","99.1"
"18 Jul 94","98.32"
"15 Jul 94","97.75"
"14 Jul 94","98.34"
"13 Jul 94","98.08"
"12 Jul 94","96.85"
"11 Jul 94","97.38"
"08 Jul 94","98.58"
"07 Jul 94","98.92"
"06 Jul 94","98.2"
"05 Jul 94","98.82"
"04 Jul 94","98.85"
"01 Jul 94","98.75"
"30 Jun 94","98.6"
"29 Jun 94","98.65"
"28 Jun 94","100.2"
"27 Jun 94","99.9"
"24 Jun 94","100.9"
"23 Jun 94","101.15"
"22 Jun 94","100.65"
"21 Jun 94","101.28"
"20 Jun 94","101.98"
"17 Jun 94","103.58"
"16 Jun 94","103.32"
"15 Jun 94","102.75"
"14 Jun 94","102.65"
"13 Jun 94","103.15"
"10 Jun 94","103.92"
"09 Jun 94","104.15"
"08 Jun 94","103.95"
"07 Jun 94","105.25"
"06 Jun 94","105.35"
"03 Jun 94","105.25"
"02 Jun 94","104.98"
"01 Jun 94","104.62"
"31 May 94","104.65"
"27 May 94","104.45"
"26 May 94","104.4"
"25 May 94","104.45"
"24 May 94","104.45"
"23 May 94","104.4"
"20 May 94","103.9"
"19 May 94","104.05"
"18 May 94","103.65"
"17 May 94","104.4"
"16 May 94","104.58"
"13 May 94","104.75"
"12 May 94","104.5"
"11 May 94","104.3"
"10 May 94","103.88"
"09 May 94","102.85"
"06 May 94","102.78"
"05 May 94","102.7"
"04 May 94","102.2"
"03 May 94","101.28"
"29 Apr 94","101.4"
"28 Apr 94","101.92"
"27 Apr 94","102.65"
"26 Apr 94","102.88"
"25 Apr 94","103.22"
"22 Apr 94","103.67"
"21 Apr 94","103.58"
"20 Apr 94","103.28"
"19 Apr 94","103.22"
"18 Apr 94","103.68"
"15 Apr 94","103.68"
"14 Apr 94","104.02"
"13 Apr 94","103.68"
"12 Apr 94","103.3"
"11 Apr 94","103.35"
"08 Apr 94","105.18"
"07 Apr 94","104.85"
"06 Apr 94","104.6"
"05 Apr 94","103.78"
"31 Mar 94","102.8"
"30 Mar 94","103.5"
"29 Mar 94","103.65"
"28 Mar 94","104.62"
"25 Mar 94","104.75"
"24 Mar 94","106.25"
"23 Mar 94","106.38"
"22 Mar 94","106"
"21 Mar 94","106.3"
"18 Mar 94","106.02"
"17 Mar 94","105.78"
"16 Mar 94","105.85"
"15 Mar 94","106.12"
"14 Mar 94","105.9"
"11 Mar 94","105.12"
"10 Mar 94","105.67"
"09 Mar 94","105.87"
"08 Mar 94","105.22"
"07 Mar 94","105.85"
"04 Mar 94","105.62"
"03 Mar 94","104.05"
"02 Mar 94","103.68"
"01 Mar 94","104.67"
"28 Feb 94","104.15"
"25 Feb 94","104.7"
"24 Feb 94","105.3"
"23 Feb 94","105.5"
"22 Feb 94","105.28"
"21 Feb 94","106.22"
"18 Feb 94","104.3"
"17 Feb 94","104.2"
"16 Feb 94","103.55"
"15 Feb 94","103.2"
"14 Feb 94","104.15"
"11 Feb 94","107.85"
"10 Feb 94","108.43"
"09 Feb 94","107.82"
"08 Feb 94","108.95"
"07 Feb 94","108.7"
"04 Feb 94","108.05"
"03 Feb 94","108"
"02 Feb 94","108"
"01 Feb 94","107.62"
"31 Jan 94","108.95"
"28 Jan 94","109.15"
"27 Jan 94","109.4"
"26 Jan 94","110.4"
"25 Jan 94","111.17"
"24 Jan 94","111.82"
"21 Jan 94","111.2"
"20 Jan 94","111.5"
"19 Jan 94","110.87"
"18 Jan 94","110.7"
"17 Jan 94","111.08"
"14 Jan 94","111.25"
"13 Jan 94","112.1"
"12 Jan 94","112.47"
"11 Jan 94","112.5"
"10 Jan 94","112.22"
"07 Jan 94","111.77"
"06 Jan 94","112.52"
"05 Jan 94","112.75"
"04 Jan 94","113.15"
"31 Dec 93","111.62"
"30 Dec 93","111.9"
"29 Dec 93","111.85"
"24 Dec 93","110.75"
"23 Dec 93","110.78"
"22 Dec 93","111.05"
"21 Dec 93","111.1"
"20 Dec 93","110.6"
"17 Dec 93","109.96"
"16 Dec 93","109.7"
"15 Dec 93","109.72"
"14 Dec 93","109.35"
"13 Dec 93","109.05"
"10 Dec 93","109.14"
"09 Dec 93","108.75"
"08 Dec 93","108.6"
"07 Dec 93","107.77"
"06 Dec 93","108.22"
"03 Dec 93","108.3"
"02 Dec 93","108.72"
"01 Dec 93","108.58"
"30 Nov 93","109.05"
"29 Nov 93","109.3"
"26 Nov 93","108.77"
"25 Nov 93","108.37"
"24 Nov 93","108.15"
"23 Nov 93","108.85"
"22 Nov 93","108.35"
"19 Nov 93","108.32"
"18 Nov 93","107.15"
"17 Nov 93","107.07"
"16 Nov 93","106.35"
"15 Nov 93","106.38"
"12 Nov 93","106.27"
"11 Nov 93","106.52"
"10 Nov 93","107.32"
"09 Nov 93","108.3"
"08 Nov 93","108.1"
"05 Nov 93","108.2"
"04 Nov 93","108.27"
"03 Nov 93","107.18"
"02 Nov 93","107.65"
"01 Nov 93","108.47"
"29 Oct 93","108.32"
"28 Oct 93","108.55"
"27 Oct 93","108.45"
"26 Oct 93","108.1"
"25 Oct 93","108.32"
"22 Oct 93","108.37"
"21 Oct 93","108.17"
"20 Oct 93","107.4"
"19 Oct 93","107.05"
"18 Oct 93","107.55"
"15 Oct 93","107.05"
"14 Oct 93","107.3"
"13 Oct 93","105.92"
"12 Oct 93","105.9"
"11 Oct 93","106.35"
"08 Oct 93","105.55"
"07 Oct 93","105.3"
"06 Oct 93","105.62"
"05 Oct 93","105.52"
"04 Oct 93","105.6555"
"01 Oct 93","105.7708"
"30 Sep 93","105.7"
"29 Sep 93","105.25"
"28 Sep 93","105.35"
"27 Sep 93","105.95"
"24 Sep 93","105.97"
"23 Sep 93","106.12"
"22 Sep 93","106.25"
"21 Sep 93","106.35"
"20 Sep 93","103.97"
"17 Sep 93","104.37"
"16 Sep 93","104.55"
"15 Sep 93","105.82"
"14 Sep 93","105.82"
"13 Sep 93","106.45"
"10 Sep 93","106.35"
"09 Sep 93","105.07"
"08 Sep 93","105.5"
"07 Sep 93","104.05"
"06 Sep 93","104.3"
"03 Sep 93","104.92"
"02 Sep 93","105.85"
"01 Sep 93","105.35"
"31 Aug 93","104.65"
"27 Aug 93","104.25"
"26 Aug 93","104.7"
"25 Aug 93","105"
"24 Aug 93","103.85"
"23 Aug 93","103.3"
"20 Aug 93","105"
"19 Aug 93","103.65"
"18 Aug 93","101.75"
"17 Aug 93","101.5"
